name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Craig Cathcart,Watford,14,DEF,0,0,1,1,0,6,0,0,0,0,0,45,5.0,495,1,2,0,0,0,0,0,0,2017-18,0
Sam McQueen,Southampton,14,DEF,0,0,1,0,0,2,0,0,0,0,2,45,1.0,142,1,3,0,0,0,0,0,0,2017-18,0
Emerson Palmieri dos Santos,Chelsea,14,DEF,0,1,1,0,0,4,0,0,0,0,0,55,3.0,278,26,5,0,0,0,0,0,0,2017-18,0
James Morrison,West Brom,13,MID,1,0,2,0,0,1,0,0,0,0,0,55,2.0,205,1,2,0,0,0,0,0,0,2017-18,0
Kyle Walker-Peters,Spurs,13,DEF,0,2,1,0,0,4,0,0,0,0,0,45,2.0,188,1,1,0,0,0,0,0,0,2017-18,0
Adam Lallana,Liverpool,13,MID,0,0,1,1,0,1,0,0,0,0,0,75,1.0,234,1,4,0,0,0,0,0,0,2017-18,0
Hamza Choudhury,Leicester,13,MID,0,1,0,1,0,9,0,0,0,0,0,45,2.0,375,14,2,0,0,0,0,0,0,2017-18,0
Daniel Amartey,Leicester,13,MID,0,0,3,0,1,7,0,0,0,0,0,45,5.0,486,1,2,0,0,0,0,0,0,2017-18,0
Nathaniel Chalobah,Watford,13,MID,0,0,3,1,0,7,0,0,0,0,0,45,5.0,447,1,2,0,0,0,0,0,0,2017-18,0
Ben Watson,Watford,12,MID,0,0,0,1,0,12,0,0,0,0,0,45,4.0,455,1,2,0,0,0,0,0,0,2017-18,0
Joe Lolley,Huddersfield,11,MID,1,0,0,1,0,5,0,0,0,0,0,45,1.0,217,1,1,0,0,0,0,0,0,2017-18,1
Lucas Rodrigues Moura da Silva,Spurs,11,MID,0,1,0,0,0,6,0,0,0,0,0,80,2.0,206,26,1,0,0,0,0,0,0,2017-18,0
Willy Caballero,Chelsea,11,GK,0,0,1,0,0,4,0,0,0,7,0,50,3.0,270,1,5,0,0,0,0,0,0,2017-18,0
Georges-Kévin Nkoudou,Burnley,11,MID,0,0,1,1,0,2,0,0,0,0,0,55,2.0,223,1,2,0,0,0,0,0,0,2017-18,0
Jason Puncheon,Crystal Palace,11,MID,0,0,0,5,0,14,0,0,0,0,0,50,6.0,574,1,2,0,0,0,0,0,0,2017-18,0
Aleksandar Mitrovic,Newcastle,10,FWD,1,0,0,0,0,0,0,0,0,0,0,50,,89,1,1,0,0,0,0,0,0,2017-18,1
Leon Britton,Swansea,10,MID,0,0,3,1,0,1,0,0,0,0,0,45,3.0,301,1,2,0,0,0,0,0,0,2017-18,0
Abdelhamid Sabiri,Huddersfield,10,MID,0,1,1,1,0,5,0,0,0,0,0,50,2.0,217,3,1,0,0,0,0,0,0,2017-18,1
Charlie Adam,Stoke,10,MID,0,0,2,2,1,9,0,1,0,0,0,50,3.0,405,1,2,0,0,0,0,0,0,2017-18,0
Sandro Ramírez,Everton,10,FWD,0,0,1,0,0,7,0,0,0,0,0,75,2.0,275,1,3,0,0,0,0,0,0,2017-18,0
Claudio Bravo,Man City,10,GK,0,0,1,0,0,1,0,0,0,4,1,50,2.0,224,1,4,0,0,0,0,0,0,2017-18,0
Ademola Lookman,Everton,10,MID,0,1,0,0,0,6,0,0,0,0,0,55,,153,1,3,0,0,0,0,0,0,2017-18,0
Ben Hamer,Leicester,9,GK,0,0,1,0,0,7,0,0,0,6,0,45,3.0,274,1,2,0,0,0,0,0,0,2017-18,0
Jesús Gámez Duarte,Newcastle,9,DEF,0,0,1,0,0,0,0,0,0,0,2,40,1.0,97,1,1,0,0,0,0,0,0,2017-18,1
Paulo Gazzaniga,Spurs,9,GK,0,0,1,0,0,0,0,0,0,3,2,45,1.0,90,11,1,0,0,0,0,0,0,2017-18,0
Nahki Wells,Burnley,9,FWD,0,0,0,0,0,3,0,0,0,0,0,50,,46,1,2,0,0,0,0,0,0,2017-18,0
Gareth McAuley,West Brom,8,DEF,0,0,0,0,0,15,0,0,0,0,0,50,4.0,454,1,2,0,0,0,0,0,0,2017-18,0
Henri Saivet,Newcastle,8,MID,1,0,0,0,0,2,0,0,0,0,1,45,1.0,83,2,1,0,0,0,0,0,0,2017-18,1
Joshua Sims,Southampton,8,MID,0,0,1,0,0,2,0,0,0,0,0,45,1.0,160,1,3,0,0,0,0,0,0,2017-18,0
Tom Heaton,Burnley,8,GK,0,0,0,0,0,4,0,0,0,8,0,50,3.0,305,1,2,0,0,0,0,0,0,2017-18,0
Chung-yong Lee,Crystal Palace,8,MID,0,0,0,0,0,3,0,0,0,0,0,45,1.0,131,1,2,0,0,0,0,0,0,2017-18,0
Alexander Sørloth,Crystal Palace,8,FWD,0,0,0,0,0,9,0,0,0,0,0,55,4.0,360,26,2,0,0,0,0,0,0,2017-18,0
Phil Foden,Man City,8,MID,0,1,0,0,0,1,0,0,0,0,0,50,,45,1,4,0,0,0,0,0,0,2017-18,0
Jérémy Pied,Southampton,7,DEF,0,1,0,0,0,3,0,0,0,0,1,45,2.0,180,1,3,0,0,0,0,0,0,2017-18,0
Francis Coquelin,Arsenal,7,MID,0,0,0,0,0,6,0,0,0,0,0,45,,164,1,4,0,0,0,0,0,0,2017-18,0
Younes Kaboul,Watford,7,DEF,0,0,1,0,0,3,0,0,0,0,0,45,2.0,151,1,2,0,0,0,0,0,0,2017-18,0
Connor Roberts,Swansea,7,DEF,0,0,0,0,0,4,0,0,0,0,0,40,2.0,267,23,2,0,0,0,0,0,0,2017-18,0
Nathaniel Clyne,Liverpool,7,DEF,0,0,1,1,0,1,0,0,0,0,0,55,1.0,173,1,4,0,0,0,0,0,0,2017-18,0
Davy Klaassen,Everton,7,MID,0,0,0,0,0,6,0,0,0,0,0,75,,248,1,3,0,0,0,0,0,0,2017-18,0
Beni Baningime,Everton,7,MID,0,0,0,1,0,2,0,0,0,0,0,45,,192,10,3,0,0,0,0,0,0,2017-18,0
Sergio Romero,Man Utd,7,GK,0,0,1,0,0,0,0,0,0,3,0,50,1.0,90,1,4,0,0,0,0,0,0,2017-18,0
Nordin Amrabat,Watford,6,MID,0,0,1,0,0,3,0,0,0,0,0,50,2.0,198,1,2,0,0,0,0,0,0,2017-18,0
James McCarthy,Everton,6,MID,0,0,0,0,0,6,0,0,0,0,0,50,1.0,204,1,3,0,0,0,0,0,0,2017-18,0
Charly Musonda,Chelsea,6,MID,0,1,0,0,0,0,0,0,0,0,0,50,,35,1,5,0,0,0,0,0,0,2017-18,0
Connor Goldson,Brighton,6,DEF,0,0,1,1,0,5,0,0,0,0,0,40,2.0,199,1,1,0,0,0,0,0,0,2017-18,1
Konstantinos Stafylidis,Stoke,6,DEF,0,0,0,0,0,6,0,0,0,0,0,45,3.0,334,24,2,0,0,0,0,0,0,2017-18,0
Jamie Murphy,Brighton,6,MID,0,0,0,0,0,4,0,0,0,0,0,50,2.0,166,1,1,0,0,0,0,0,0,2017-18,1
Thomas Edwards,Stoke,6,DEF,0,0,0,0,0,15,0,0,0,0,0,40,5.0,481,8,2,0,0,0,0,0,0,2017-18,0
Ibrahim Afellay,Stoke,6,MID,0,0,0,1,0,9,0,0,0,0,0,50,1.0,162,1,2,0,0,0,0,0,0,2017-18,0
Kevin Mirallas,Everton,5,MID,0,0,0,1,0,8,0,0,0,0,0,65,1.0,135,1,3,0,0,0,0,0,0,2017-18,0
Rolando Aarons,Newcastle,5,MID,0,0,0,0,0,2,0,0,0,0,0,45,1.0,136,1,1,0,0,0,0,0,0,2017-18,1
Sam Byram,West Ham,5,DEF,0,0,0,1,0,7,0,0,0,0,0,45,3.0,246,1,2,0,0,0,0,0,0,2017-18,0
Brahim Diaz,Man City,5,MID,0,0,0,0,0,1,0,0,0,0,0,50,,50,1,4,0,0,0,0,0,0,2017-18,0
Kyle Bartley,Swansea,5,DEF,0,0,0,2,0,4,0,0,0,0,0,45,2.0,233,1,2,0,0,0,0,0,0,2017-18,0
Reiss Nelson,Arsenal,5,MID,0,0,0,0,0,3,0,0,0,0,0,50,2.0,144,1,4,0,0,0,0,0,0,2017-18,0
Lee Grant,Stoke,5,GK,0,0,0,0,0,7,0,0,0,8,0,45,3.0,270,1,2,0,0,0,0,0,0,2017-18,0
Zlatan Ibrahimovic,Man Utd,5,FWD,0,0,0,0,0,2,0,0,0,0,0,100,,102,3,4,0,0,0,0,0,0,2017-18,0
Glen Johnson,Stoke,5,DEF,0,0,0,3,0,14,0,0,0,0,0,45,5.0,546,1,2,0,0,0,0,0,0,2017-18,0
Lasse Sorenson,Stoke,5,MID,0,1,0,0,0,1,0,0,0,0,0,45,1.0,75,32,2,0,0,0,0,0,0,2017-18,0
Angel Rangel,Swansea,4,DEF,0,0,0,0,0,3,0,0,0,0,0,40,1.0,154,1,2,0,0,0,0,0,0,2017-18,0
Kasey Palmer,Chelsea,4,MID,0,0,1,2,0,2,0,0,0,0,0,55,1.0,168,1,5,0,0,0,0,0,0,2017-18,0
Dean Whitehead,Huddersfield,4,MID,0,0,0,0,0,3,0,0,0,0,0,45,,68,1,1,0,0,0,0,0,0,2017-18,1
Konstantinos Mavropanos,Arsenal,4,DEF,0,0,1,0,1,5,0,0,0,0,0,45,2.0,194,23,4,0,0,0,0,0,0,2017-18,0
Eldin Jakupovic,Leicester,4,GK,0,0,0,0,0,6,0,0,0,8,0,45,2.0,180,1,2,0,0,0,0,0,0,2017-18,0
Stephen Ireland,Stoke,4,MID,0,0,0,1,0,4,0,0,0,0,0,45,1.0,128,22,2,0,0,0,0,0,0,2017-18,0
Jerome Sinclair,Watford,4,FWD,0,0,0,0,0,1,0,0,0,0,0,50,,29,1,2,0,0,0,0,0,0,2017-18,0
Michael Carrick,Man Utd,4,MID,0,0,1,0,0,0,0,0,0,0,0,45,1.0,108,1,4,0,0,0,0,0,0,2017-18,0
Tyrese Campbell,Stoke,4,FWD,0,0,0,0,0,2,0,0,0,0,0,45,,75,28,2,0,0,0,0,0,0,2017-18,0
Ross Barkley,Chelsea,3,MID,0,0,0,0,0,4,0,0,0,0,0,75,1.0,129,1,5,0,0,0,0,0,0,2017-18,0
Tyrone Mings,Bournemouth,3,DEF,0,0,0,1,0,5,0,0,0,0,0,45,2.0,201,1,2,0,0,0,0,0,0,2017-18,0
Jonathan Walters,Burnley,3,MID,0,0,0,0,0,2,0,0,0,0,0,55,,36,1,2,0,0,0,0,0,0,2017-18,0
Jordan Hugill,West Ham,3,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,22,26,2,0,0,0,0,0,0,2017-18,0
Ramiro Funes Mori,Everton,3,DEF,0,0,0,1,0,2,0,0,0,0,0,50,,119,1,3,0,0,0,0,0,0,2017-18,0
Harvey Barnes,Leicester,3,MID,0,0,0,0,0,0,0,0,0,0,0,45,,8,34,2,0,0,0,0,0,0,2017-18,0
Joseph Willock,Arsenal,3,MID,0,0,0,0,0,2,0,0,0,0,0,45,1.0,81,30,4,0,0,0,0,0,0,2017-18,0
Edward Nketiah,Arsenal,3,FWD,0,0,0,0,0,1,0,0,0,0,0,50,,17,10,4,0,0,0,0,0,0,2017-18,0
Liam Rosenior,Brighton,3,DEF,0,0,0,0,0,3,0,0,0,0,0,40,1.0,163,1,1,0,0,0,0,0,0,2017-18,1
Michel Vorm,Spurs,3,GK,0,0,0,0,0,1,0,0,0,4,0,50,1.0,90,1,1,0,0,0,0,0,0,2017-18,0
Marko Grujic,Liverpool,3,MID,0,0,0,0,0,0,0,0,0,0,0,45,,14,1,4,0,0,0,0,0,0,2017-18,0
Patrice Evra,West Ham,2,DEF,0,0,0,0,0,10,0,0,0,0,0,45,2.0,227,27,2,0,0,0,0,0,0,2017-18,0
Josh Cullen,West Ham,2,MID,0,0,0,0,0,0,0,0,0,0,0,45,,6,23,2,0,0,0,0,0,0,2017-18,0
Callum Hudson-Odoi,Chelsea,2,MID,0,0,0,0,0,1,0,0,0,0,0,45,,27,19,5,0,0,0,0,0,0,2017-18,0
Sam Baldock,Brighton,2,FWD,0,0,0,0,0,1,0,0,0,0,0,50,,30,1,1,0,0,0,0,0,0,2017-18,1
Bojan Krkic Perez,Stoke,2,MID,0,0,0,0,0,1,0,0,0,0,0,55,1.0,71,1,2,0,0,0,0,0,0,2017-18,0
Lukas Nmecha,Man City,2,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,14,27,4,0,0,0,0,0,0,2017-18,0
Martin Cranie,Huddersfield,2,DEF,0,0,0,0,0,7,0,0,0,0,0,40,1.0,179,1,1,0,0,0,0,0,0,2017-18,1
Matt Targett,Southampton,2,DEF,0,0,0,0,0,6,0,0,0,0,0,45,2.0,166,1,3,0,0,0,0,0,0,2017-18,0
Muhamed Besic,Everton,2,MID,0,0,0,0,0,0,0,0,0,0,0,45,,46,1,3,0,0,0,0,0,0,2017-18,0
Sullay Kaikai,Crystal Palace,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,13,2,2,0,0,0,0,0,0,2017-18,0
Levi Lumeka,Crystal Palace,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,25,4,2,0,0,0,0,0,0,2017-18,0
Emerson Hyndman,Bournemouth,1,MID,0,0,0,0,0,1,0,0,0,0,0,45,,58,19,2,0,0,0,0,0,0,2017-18,0
Dwight McNeil,Burnley,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,1,38,2,0,0,0,0,0,0,2017-18,0
Damien Delaney,Crystal Palace,1,DEF,0,0,0,0,0,5,0,0,0,0,0,45,1.0,95,1,2,0,0,0,0,0,0,2017-18,0
Ethan Ampadu,Chelsea,1,MID,0,0,0,0,0,1,0,0,0,0,0,45,,10,9,5,0,0,0,0,0,0,2017-18,0
Yohan Benalouane,Leicester,1,DEF,0,0,0,0,0,2,0,0,0,0,0,45,1.0,90,1,2,0,0,0,0,0,0,2017-18,0
Vincent Janssen,Spurs,1,FWD,0,0,0,0,0,0,0,0,0,0,0,75,,1,1,1,0,0,0,0,0,0,2017-18,0
Divock Origi,Liverpool,1,FWD,0,0,0,0,0,1,0,0,0,0,0,75,,9,1,4,0,0,0,0,0,0,2017-18,0
Jeremie Boga,Chelsea,1,MID,0,0,0,0,0,0,0,0,0,0,0,60,,17,1,5,0,0,0,0,0,0,2017-18,0
Dodi Lukebakio,Watford,1,MID,0,0,0,0,0,1,0,0,0,0,0,50,,15,26,2,0,0,0,0,0,0,2017-18,0
Jack Simpson,Bournemouth,1,DEF,0,0,0,0,0,2,0,0,0,0,0,40,1.0,71,13,2,0,0,0,0,0,0,2017-18,0
Ben Woodburn,Liverpool,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,6,1,4,0,0,0,0,0,0,2017-18,0
Jay Fulton,Swansea,1,MID,0,0,0,1,0,0,0,0,0,0,0,45,,17,1,2,0,0,0,0,0,0,2017-18,0
Axel Tuanzebe,Man Utd,1,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,1,4,0,0,0,0,0,0,2017-18,0
Boaz Myhill,West Brom,1,GK,0,0,0,1,0,1,0,0,0,2,0,40,1.0,90,1,2,0,0,0,0,0,0,2017-18,0
Olayinka Fredrick Oladotun Ladapo,Crystal Palace,1,FWD,0,0,0,0,0,1,0,0,0,0,0,45,,16,1,2,0,0,0,0,0,0,2017-18,0
Michael Obafemi,Southampton,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,8,24,3,0,0,0,0,0,0,2017-18,0
Rekeem Harper,West Brom,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,20,1,2,0,0,0,0,0,0,2017-18,0
Julien Ngoy,Stoke,1,FWD,0,0,0,0,0,2,0,0,0,0,0,45,,19,10,2,0,0,0,0,0,0,2017-18,0
Reece Oxford,West Ham,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,25,2,0,0,0,0,0,0,2017-18,0
Uwe Hünemeier,Brighton,1,DEF,0,0,0,0,0,1,0,0,0,0,0,40,,17,1,1,0,0,0,0,0,0,2017-18,1
Massadio Haidara,Newcastle,1,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1,1,0,0,0,0,0,0,2017-18,1
Pape Souaré,Crystal Palace,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,8,1,2,0,0,0,0,0,0,2017-18,0
Michael Hefele,Huddersfield,1,DEF,0,0,0,1,0,1,0,0,0,0,0,45,,32,1,1,0,0,0,0,0,0,2017-18,1
Sam Hughes,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,37,2,0,0,0,0,0,0,2017-18,0
Erwin Mulder,Swansea,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,16,2,0,0,0,0,0,0,2017-18,0
Giannelli Imbula,Stoke,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Santiago Cazorla,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,,0,1,4,0,0,0,0,0,0,2017-18,0
Yoan Gouffran,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,1,0,0,0,0,0,0,2017-18,1
Diego Cavalieri,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,29,2,0,0,0,0,0,0,2017-18,0
Jaroslaw Jach,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,25,2,0,0,0,0,0,0,2017-18,0
Steven Berghuis,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2,0,0,0,0,0,0,2017-18,0
Fikayo Tomori,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,5,0,0,0,0,0,0,2017-18,0
Didier Ndong,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,26,2,0,0,0,0,0,0,2017-18,0
Ashley Fletcher,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Ben Johnson,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,15,2,0,0,0,0,0,0,2017-18,0
Trevoh Chalobah,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,29,5,0,0,0,0,0,0,2017-18,0
Tim Krul,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,4,1,0,0,0,0,0,0,2017-18,1
Adam Federici,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2,0,0,0,0,0,0,2017-18,0
Tashan Oakley-Boothe,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,3,1,0,0,0,0,0,0,2017-18,0
Stuart Taylor,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3,0,0,0,0,0,0,2017-18,0
Freddie Woodman,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,3,1,0,0,0,0,0,0,2017-18,1
Brandon Mason,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2,0,0,0,0,0,0,2017-18,0
Valon Behrami,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Fredrik Ulvestad,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,16,2,0,0,0,0,0,0,2017-18,0
Steve Sidwell,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1,0,0,0,0,0,0,2017-18,1
Sead Haksabanovic,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,3,2,0,0,0,0,0,0,2017-18,0
Gabriel Armando de Abreu,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4,0,0,0,0,0,0,2017-18,0
Diego Da Silva Costa,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,100,,0,1,5,0,0,0,0,0,0,2017-18,0
Stephen Kingsley,Swansea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Sofiane Feghouli,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,2,0,0,0,0,0,0,2017-18,0
George Thomas,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,21,2,0,0,0,0,0,0,2017-18,0
Siem de Jong,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,1,0,0,0,0,0,0,2017-18,1
Erdal Rakip,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,25,2,0,0,0,0,0,0,2017-18,0
Enner Valencia,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,2,0,0,0,0,0,0,2017-18,0
Anders Lindegaard,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,7,2,0,0,0,0,0,0,2017-18,0
Sean Scannell,Huddersfield,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1,0,0,0,0,0,0,2017-18,1
Dion Henry,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,8,2,0,0,0,0,0,0,2017-18,0
Bradley Smith,Bournemouth,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2,0,0,0,0,0,0,2017-18,0
Aaron Ramsdale,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,6,2,0,0,0,0,0,0,2017-18,0
Fernando Francisco Reges,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,0,0,0,0,0,0,2017-18,0
James Daly,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,33,2,0,0,0,0,0,0,2017-18,0
Adam Legzdins,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,5,2,0,0,0,0,0,0,2017-18,0
Joe Rodon,Swansea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,10,2,0,0,0,0,0,0,2017-18,0
Keshi Anderson,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,3,2,0,0,0,0,0,0,2017-18,0
Danny Ward,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,3,4,0,0,0,0,0,0,2017-18,0
Kristoffer Nordfeldt,Swansea,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2,0,0,0,0,0,0,2017-18,0
Kyle Jameson,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,26,2,0,0,0,0,0,0,2017-18,0
Kyle Scott,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,5,0,0,0,0,0,0,2017-18,0
Kyle Taylor,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,24,2,0,0,0,0,0,0,2017-18,0
Daniel Bachmann,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,19,2,0,0,0,0,0,0,2017-18,0
Layton Ndukwu,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,38,2,0,0,0,0,0,0,2017-18,0
Leiva Lucas,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4,0,0,0,0,0,0,2017-18,0
Isaac Success,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,2,0,0,0,0,0,0,2017-18,0
Dujon Sterling,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,24,5,0,0,0,0,0,0,2017-18,0
Lucas Pérez,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0,75,,0,1,4,0,0,0,0,0,0,2017-18,0
Alex Palmer,West Brom,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,8,2,0,0,0,0,0,0,2017-18,0
Damian Emiliano Martinez,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4,0,0,0,0,0,0,2017-18,0
Luke Garbutt,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,28,3,0,0,0,0,0,0,2017-18,0
Maarten Stekelenburg,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,0,0,0,0,0,0,2017-18,0
Curtis Jones,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,33,4,0,0,0,0,0,0,2017-18,0
Manuel Agudo Durán,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,,0,1,4,0,0,0,0,0,0,2017-18,0
Marc Muniesa,Stoke,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Dean Marney,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Jack Colback,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1,0,0,0,0,0,0,2017-18,1
Alfie Whiteman,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,11,1,0,0,0,0,0,0,2017-18,0
Costel Pantilimon,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Jordon Mutch,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,7,2,0,0,0,0,0,0,2017-18,0
Jon Gorenc Stankovic,Huddersfield,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1,0,0,0,0,0,0,2017-18,1
Jon Flanagan,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,4,0,0,0,0,0,0,2017-18,0
Domingos Quina,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,12,2,0,0,0,0,0,0,2017-18,0
Jakob Haugaard,Stoke,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,12,2,0,0,0,0,0,0,2017-18,0
Jonathan Leko,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
Joel Robles,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,0,0,0,0,0,0,2017-18,0
Antonio Martinez Lopez,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,0,12,2,0,0,0,0,0,0,2017-18,0
Ali Gabr,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,25,2,0,0,0,0,0,0,2017-18,0
Jordi Osei-Tutu,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,36,4,0,0,0,0,0,0,2017-18,0
Jordy Clasie,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3,0,0,0,0,0,0,2017-18,0
Kane Wilson,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2,0,0,0,0,0,0,2017-18,0
Daryl Murphy,Newcastle,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1,0,0,0,0,0,0,2017-18,1
Josh Pask,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,32,2,0,0,0,0,0,0,2017-18,0
Josh Tymon,Stoke,0,DEF,0,0,0,0,0,9,0,0,0,0,0,45,1.0,162,1,2,0,0,0,0,0,0,2017-18,0
Joel Coleman,Huddersfield,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1,0,0,0,0,0,0,2017-18,1
Darren Randolph,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2,0,0,0,0,0,0,2017-18,0
