name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Manuel Lanzini,West Ham,17,MID,1,0,0,0,0,5,0,0,0,0,1,55,1.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Adam Forshaw,Leeds,16,MID,0,0,0,0,0,13,0,0,0,0,0,45,4.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Mason Holgate,Everton,16,DEF,0,0,2,1,1,9,0,0,0,0,2,45,5.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Jonjo Shelvey,Nott'm Forest,16,MID,0,0,1,2,0,11,0,0,0,0,0,50,6.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Diego Llorente,Leeds,16,DEF,0,0,1,1,0,12,0,0,0,0,2,45,7.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Çaglar Söyüncü,Leicester,16,DEF,1,0,0,2,0,13,0,0,0,0,3,45,6.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Jeremy Sarmiento Morante,Brighton,16,MID,0,2,1,1,0,2,0,0,0,0,0,45,1.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Saman Ghoddos,Brentford,15,MID,0,0,0,0,0,5,0,0,0,0,0,50,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Keane Lewis-Potter,Brentford,14,MID,0,1,0,0,0,4,0,0,0,0,0,55,1.0,3,1115,1180,1100,1160,1130,1200,2022-23,0
Jack Colback,Nott'm Forest,14,MID,0,0,0,0,0,11,0,0,0,0,0,45,3.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Kalvin Phillips,Man City,14,MID,0,0,1,1,0,3,0,0,0,0,0,50,2.0,5,1350,1360,1340,1340,1360,1380,2022-23,0
Pape Matar Sarr,Spurs,14,MID,0,1,0,1,0,11,0,0,0,0,0,45,1.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Marc Albrighton,Leicester,13,MID,1,0,0,0,0,3,0,0,0,0,0,50,2.0,3,1130,1115,1065,1110,1200,1120,2022-23,0
Calum Chambers,Aston Villa,13,DEF,0,0,0,2,0,4,0,0,0,0,0,45,2.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Chris Richards,Crystal Palace,13,DEF,0,0,1,0,0,11,0,0,0,0,0,45,4.0,3,1085,1100,1110,1110,1060,1090,2022-23,0
Mateusz Klich,Leeds,12,MID,0,0,0,2,0,5,0,0,0,0,0,50,,3,1100,1090,1070,1075,1130,1120,2022-23,0
Ryan Fredericks,Bournemouth,12,DEF,0,0,0,1,0,11,0,0,0,0,0,45,4.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Enock Mwepu,Brighton,11,MID,0,1,0,0,0,4,0,0,0,0,0,55,2.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Ryan Fraser,Newcastle,11,MID,0,0,1,1,0,3,0,0,0,0,0,55,3.0,4,1210,1260,1250,1300,1165,1220,2022-23,0
Martin Dubravka,Newcastle,11,GK,0,0,1,0,0,1,0,0,0,10,1,45,2.0,4,1210,1260,1250,1300,1165,1220,2022-23,0
Naby Keita,Liverpool,10,MID,0,0,1,1,0,4,0,0,0,0,0,50,2.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Robin Olsen,Aston Villa,10,GK,0,0,1,0,0,8,0,0,0,11,1,40,2.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Cédric Alves Soares,Fulham,10,DEF,0,0,0,0,0,3,0,0,0,0,0,45,2.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Bryan Gil Salvatierra,Spurs,9,MID,0,1,1,1,0,1,0,0,0,0,0,50,2.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Ben Pearson,Bournemouth,9,MID,0,0,1,1,0,10,0,0,0,0,0,45,2.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Asmir Begović,Everton,9,GK,0,0,1,0,0,0,0,0,0,4,2,40,1.0,3,1055,1095,1070,1100,1040,1090,2022-23,0
Wayne Hennessey,Nott'm Forest,8,GK,0,0,0,0,0,5,0,0,0,10,0,40,3.0,3,1050,1100,1065,1100,1030,1105,2022-23,1
Donny van de Beek,Man Utd,8,MID,0,0,0,0,0,3,0,0,0,0,0,55,1.0,3,1155,1220,1140,1220,1165,1220,2022-23,0
Alex McCarthy,Southampton,8,GK,0,0,0,0,0,17,0,0,0,14,0,45,6.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
James Tomkins,Crystal Palace,8,DEF,1,0,0,1,1,10,0,0,0,0,1,40,2.0,3,1085,1100,1110,1110,1060,1090,2022-23,0
Salomón Rondón,Everton,7,FWD,0,0,0,0,0,2,0,0,0,0,0,50,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Alphonse Areola,West Ham,7,GK,0,0,0,0,0,7,0,0,0,9,0,45,3.0,3,1100,1130,1145,1150,1060,1110,2022-23,0
Marek Rodák,Fulham,7,GK,0,0,1,0,0,2,0,0,0,2,0,45,2.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Matt Ritchie,Newcastle,7,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,1210,1260,1250,1300,1165,1220,2022-23,0
Jay Stansfield,Fulham,7,FWD,0,1,0,0,0,2,0,0,0,0,0,45,1.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Kevin Mbabu,Fulham,7,DEF,0,1,0,1,0,7,0,0,0,0,0,45,1.0,3,1095,1100,1070,1065,1120,1140,2022-23,1
Siriki Dembélé,Bournemouth,6,MID,0,0,0,0,0,2,0,0,0,0,0,50,,2,1035,1095,1020,1110,1050,1080,2022-23,1
Cameron Archer,Aston Villa,6,FWD,0,0,0,0,0,1,0,0,0,0,0,45,,3,1070,1100,1070,1075,1070,1130,2022-23,0
Mohamed Elneny,Arsenal,6,MID,0,0,0,0,0,2,0,0,0,0,0,45,1.0,4,1245,1285,1250,1250,1240,1320,2022-23,0
Jairo Riedewald,Crystal Palace,6,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1085,1100,1110,1110,1060,1090,2022-23,0
Jack Stacey,Bournemouth,6,DEF,0,0,0,2,0,10,0,0,0,0,0,45,2.0,2,1035,1095,1020,1110,1050,1080,2022-23,1
Jan Paul van Hecke,Brighton,6,DEF,0,0,0,2,0,7,0,0,0,0,0,40,3.0,3,1170,1175,1140,1150,1200,1200,2022-23,0
Chem Campbell,Wolves,5,MID,0,0,0,0,0,2,0,0,0,0,0,45,,3,1080,1090,1100,1100,1060,1080,2022-23,0
David Brooks,Bournemouth,5,MID,0,0,0,1,0,4,0,0,0,0,0,55,,2,1035,1095,1020,1110,1050,1080,2022-23,1
Joseph Hodge,Wolves,5,MID,0,0,0,1,0,5,0,0,0,0,0,45,,3,1080,1090,1100,1100,1060,1080,2022-23,0
Sergi Canós Tenés,Brentford,5,DEF,0,0,0,0,0,2,0,0,0,0,0,50,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Diego Carlos Santos Silva,Aston Villa,4,DEF,0,0,0,0,0,3,0,0,0,0,0,50,2.0,3,1070,1100,1070,1075,1070,1130,2022-23,0
Mads Bech Sørensen,Brentford,4,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Djed Spence,Spurs,4,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Junior Stanislas,Bournemouth,4,MID,0,0,0,0,0,1,0,0,0,0,0,50,,2,1035,1095,1020,1110,1050,1080,2022-23,1
Halil Dervişoğlu,Brentford,4,FWD,0,1,0,0,0,0,0,0,0,0,0,45,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Javier Manquillo Gaitán,Newcastle,4,DEF,0,0,0,0,0,1,0,0,0,0,0,45,,4,1210,1260,1250,1300,1165,1220,2022-23,0
James McArthur,Crystal Palace,4,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1085,1100,1110,1110,1060,1090,2022-23,0
Facundo Pellistri Rebollo,Man Utd,4,MID,0,0,0,0,0,1,0,0,0,0,0,45,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Shane Duffy,Fulham,4,DEF,0,0,0,0,0,4,0,0,0,0,0,45,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Japhet Tanganga,Spurs,4,DEF,0,0,0,0,0,5,0,0,0,0,0,40,2.0,3,1155,1220,1140,1210,1170,1230,2022-23,0
Jamaal Lascelles,Newcastle,3,DEF,0,0,0,4,0,5,0,0,0,0,0,45,2.0,4,1210,1260,1250,1300,1165,1220,2022-23,0
Malcolm Ebiowei,Crystal Palace,3,MID,0,0,0,0,0,1,0,0,0,0,0,45,,3,1085,1100,1110,1110,1060,1090,2022-23,0
Nathaniel Phillips,Liverpool,3,DEF,0,0,0,0,0,1,0,0,0,0,0,40,1.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Luke Harris,Fulham,3,MID,0,0,0,0,0,1,0,0,0,0,0,45,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Josh Onomah,Fulham,2,MID,0,0,0,0,0,2,0,0,0,0,0,45,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Dele Alli,Everton,2,MID,0,0,0,0,0,1,0,0,0,0,0,55,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Morgan Sanson,Aston Villa,2,MID,0,0,0,0,0,1,0,0,0,0,0,45,,3,1070,1100,1070,1075,1070,1130,2022-23,0
Oriol Romeu Vidal,Southampton,2,MID,0,0,0,0,0,4,0,0,0,0,0,50,1.0,2,1065,1070,1070,1070,1060,1080,2022-23,0
Rúben Nascimento Vinagre,Everton,2,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Tino Livramento,Southampton,2,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2,1065,1070,1070,1070,1060,1080,2022-23,0
Giulian Biancone,Nott'm Forest,2,DEF,0,0,0,0,0,1,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Caoimhin Kelleher,Liverpool,2,GK,0,0,0,0,0,4,0,0,0,6,0,40,1.0,4,1220,1275,1180,1250,1260,1300,2022-23,0
Jamal Lewis,Newcastle,2,DEF,0,0,0,0,0,1,0,0,0,0,0,45,,4,1210,1260,1250,1300,1165,1220,2022-23,0
Jamal Lowe,Bournemouth,2,MID,0,0,0,0,0,0,0,0,0,0,0,55,,2,1035,1095,1020,1110,1050,1080,2022-23,1
Ludwig Augustinsson,Aston Villa,2,DEF,0,0,0,1,0,0,0,0,0,0,0,45,,3,1070,1100,1070,1075,1070,1130,2022-23,0
Conor Coventry,West Ham,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1100,1130,1145,1150,1060,1110,2022-23,0
Lewis Brunt,Leicester,1,DEF,0,0,0,0,0,1,0,0,0,0,0,40,,3,1130,1115,1065,1110,1200,1120,2022-23,0
Alex Mighten,Nott'm Forest,1,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Cody Drameh,Leeds,1,DEF,0,0,0,0,0,3,0,0,0,0,0,40,1.0,3,1100,1090,1070,1075,1130,1120,2022-23,0
Connor Ronan,Wolves,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1080,1090,1100,1100,1060,1080,2022-23,0
Darko Gyabi,Leeds,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1100,1090,1070,1075,1130,1120,2022-23,0
Marcus Oliveira Alencar,Arsenal,1,MID,0,0,0,0,0,0,0,0,0,0,0,50,,4,1245,1285,1250,1250,1240,1320,2022-23,0
Nathan Redmond,Southampton,1,MID,0,0,0,0,0,0,0,0,0,0,0,55,,2,1065,1070,1070,1070,1060,1080,2022-23,0
Carlos Ribeiro Dias,Nott'm Forest,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Tyrese Francois,Fulham,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Harvey White,Spurs,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Nathaniel Chalobah,Fulham,1,MID,0,0,0,0,1,4,0,0,0,0,0,45,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Emiliano Marcondes,Bournemouth,1,MID,0,0,0,0,0,1,0,0,0,0,0,50,,2,1035,1095,1020,1110,1050,1080,2022-23,1
Emil Krafth,Newcastle,1,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,1210,1260,1250,1300,1165,1220,2022-23,0
Will Smallbone,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,1065,1070,1070,1070,1060,1080,2022-23,0
Fabio Silva,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,3,1080,1090,1100,1100,1060,1080,2022-23,0
Steven Alzate,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1170,1175,1140,1150,1200,1200,2022-23,0
Jamie Shackleton,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1100,1090,1070,1075,1130,1120,2022-23,0
Stanley Mills,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Steven Bergwijn,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Stuart Dallas,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,3,1100,1090,1070,1075,1130,1120,2022-23,0
James McAtee,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,5,1350,1360,1340,1340,1360,1380,2022-23,0
Jannik Vestergaard,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1130,1115,1065,1110,1200,1120,2022-23,0
Tyler Roberts,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1100,1090,1070,1075,1130,1120,2022-23,0
Willy Caballero,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,2,1065,1070,1070,1070,1060,1080,2022-23,0
Ethan Ampadu,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,1165,1220,1190,1220,1140,1220,2022-23,0
Andros Townsend,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Xande Nascimento da Costa Silva,Nott'm Forest,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Yan Valery,Southampton,0,DEF,0,0,0,0,0,2,0,0,0,0,0,40,,2,1065,1070,1070,1070,1060,1080,2022-23,0
Yerson Mosquera Valdelamar,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1080,1090,1100,1100,1060,1080,2022-23,0
Federico Fernández,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,1210,1260,1250,1300,1165,1220,2022-23,0
Frédéric Guilbert,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1070,1100,1070,1075,1070,1130,2022-23,0
Francisco Jorge Tomás Oliveira,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1080,1090,1100,1100,1060,1080,2022-23,0
Sergio Reguilón,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Zack Steffen,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,5,1350,1360,1340,1340,1360,1380,2022-23,0
Sepp van den Berg,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,4,1220,1275,1180,1250,1260,1300,2022-23,0
Zidane Iqbal,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Amad Diallo,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Hamza Choudhury,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1130,1115,1065,1110,1200,1120,2022-23,0
Will Dennis,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,2,1035,1095,1020,1110,1050,1080,2022-23,1
Timo Werner,Chelsea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,80,,3,1165,1220,1190,1220,1140,1220,2022-23,0
Jack Butland,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Troy Parrott,Spurs,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Dwight Gayle,Newcastle,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,4,1210,1260,1250,1300,1165,1220,2022-23,0
Ivan Neves Abreu Cavaleiro,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Jackson Smith,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,3,1080,1090,1100,1100,1060,1080,2022-23,0
André Tavares Gomes,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Haydon Roberts,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1170,1175,1140,1150,1200,1200,2022-23,0
Tom Heaton,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Jaden Philogene-Bidace,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1070,1100,1070,1075,1070,1130,2022-23,0
Adrián San Miguel del Castillo,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,4,1220,1275,1180,1250,1260,1300,2022-23,0
Jakub Moder,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1170,1175,1140,1150,1200,1200,2022-23,0
Alex Telles,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Ellery Balcombe,Brentford,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Tim Iroegbunam,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1070,1100,1070,1075,1070,1130,2022-23,0
Thomas Strakosha,Brentford,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Alfie Devine,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Allan Marques Loureiro,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Harry Winks,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Harry Arter,Nott'm Forest,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Eric Bailly,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Terence Kongolo,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Taylor Richards,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1170,1175,1140,1150,1200,1200,2022-23,0
Harrison Ashby,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,4,1210,1260,1250,1300,1165,1220,2022-23,0
James Hill,Bournemouth,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2,1035,1095,1020,1110,1050,1080,2022-23,1
Dominic Thompson,Brentford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Mohamed Dräger,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Jarrad Branthwaite,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Nikola Vlasic,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1100,1130,1145,1150,1060,1110,2022-23,0
Malang Sarr,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,3,1165,1220,1190,1220,1140,1220,2022-23,0
Mads Bidstrup,Brentford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Oliver Hammond,Nott'm Forest,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Lyle Taylor,Nott'm Forest,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Charlie Goode,Brentford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Omar Richards,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Luke Plange,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,3,1085,1100,1110,1110,1060,1090,2022-23,0
Luke Mbete-Tabu,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,5,1350,1360,1340,1340,1360,1380,2022-23,0
Pablo Marí Villar,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,1245,1285,1250,1250,1240,1320,2022-23,0
Luke Cundle,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1080,1090,1100,1100,1060,1080,2022-23,0
Luke Chambers,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,4,1220,1275,1180,1250,1260,1300,2022-23,0
Lucas Torreira di Pascua,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,4,1245,1285,1250,1250,1240,1320,2022-23,0
Paul Dummett,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,4,1210,1260,1250,1300,1165,1220,2022-23,0
Paulo Gazzaniga Farias,Fulham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Loïc Mbe Soh,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Nuno Varela Tavares,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,1245,1285,1250,1250,1240,1320,2022-23,0
Niels Nkounkou,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Liam Delap,Man City,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,5,1350,1360,1340,1340,1360,1380,2022-23,0
Nicolas Pépé,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,4,1245,1285,1250,1250,1240,1320,2022-23,0
Brandon Williams,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Brandon Austin,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Brice Samba,Nott'm Forest,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Braian Ojeda Rodríguez,Nott'm Forest,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Callum Hudson-Odoi,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,3,1165,1220,1190,1220,1140,1220,2022-23,0
Matt Turner,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,4,1245,1285,1250,1250,1240,1320,2022-23,0
Matt Clarke,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1170,1175,1140,1150,1200,1200,2022-23,0
Matija Šarkić,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,3,1080,1090,1100,1100,1060,1080,2022-23,0
Mateusz Lis,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,2,1065,1070,1070,1070,1060,1080,2022-23,0
Calvin Ramsay,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,4,1220,1275,1180,1250,1260,1300,2022-23,0
Marvelous Nakamba,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1070,1100,1070,1075,1070,1130,2022-23,0
Nathan Ferguson,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1085,1100,1110,1110,1060,1090,2022-23,0
Nathan Tella,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,2,1065,1070,1070,1070,1060,1080,2022-23,0
Marcus Forss,Brentford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,3,1115,1180,1100,1160,1130,1200,2022-23,0
Marcos Alonso,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,55,,3,1165,1220,1190,1220,1140,1220,2022-23,0
Phil Jones,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1155,1220,1140,1220,1165,1220,2022-23,0
Lewis Warrington,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1055,1095,1070,1100,1040,1090,2022-23,0
Scott Carson,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,5,1350,1360,1340,1340,1360,1380,2022-23,0
Anwar El Ghazi,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1070,1100,1070,1075,1070,1130,2022-23,0
Kacper Kozłowski,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,3,1170,1175,1140,1150,1200,1200,2022-23,0
Anthony Knockaert,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Rodrigo Muniz Carvalho,Fulham,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,3,1095,1100,1070,1065,1120,1140,2022-23,1
Josh Wilson-Esbrand,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,5,1350,1360,1340,1340,1360,1380,2022-23,0
Ross Barkley,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,3,1165,1220,1190,1220,1140,1220,2022-23,0
Ryan Bertrand,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1130,1115,1065,1110,1200,1120,2022-23,0
Dane Scarlett,Spurs,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,3,1155,1220,1140,1210,1170,1230,2022-23,0
Jonathan Panzo,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1050,1100,1065,1100,1030,1105,2022-23,1
Darren Randolph,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,2,1035,1095,1020,1110,1050,1080,2022-23,1
Joe Rodon,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,3,1155,1220,1140,1210,1170,1230,2022-23,0
