name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Valon Behrami,Watford,48,MID,0,0,5,7,0,39,0,0,0,0,0,45,21.0,2,0,0,0,0,0,0,2016-17,0
Leiva Lucas,Liverpool,47,MID,0,3,4,4,0,17,0,0,0,0,2,45,12.0,4,0,0,0,0,0,0,2016-17,0
Johann Berg Gudmundsson,Burnley,47,MID,1,3,3,1,0,19,0,0,0,0,3,55,8.0,1,0,0,0,0,0,0,2016-17,1
John O'Shea,Sunderland,47,DEF,0,1,3,5,0,42,0,0,0,0,3,45,21.0,2,0,0,0,0,0,0,2016-17,0
Jeffrey Schlupp,Crystal Palace,47,DEF,0,2,3,0,0,17,0,0,0,0,4,50,10.0,2,0,0,0,0,0,0,2016-17,0
Martin Kelly,Crystal Palace,46,DEF,0,2,2,4,0,44,0,0,0,0,0,45,22.0,2,0,0,0,0,0,0,2016-17,0
Michael Dawson,Hull,46,DEF,3,0,1,4,0,44,1,0,0,0,4,45,19.0,1,0,0,0,0,0,0,2016-17,1
Angelo Ogbonna,West Ham,45,DEF,0,0,4,2,0,31,0,0,0,0,2,50,19.0,3,0,0,0,0,0,0,2016-17,0
Yannick Bolasie,Everton,45,MID,1,4,3,3,0,14,0,0,0,0,3,60,11.0,2,0,0,0,0,0,0,2016-17,0
Kieran Gibbs,Arsenal,45,DEF,0,1,6,3,0,3,0,0,0,0,3,50,7.0,4,0,0,0,0,0,0,2016-17,0
Pablo Zabaleta,Man City,45,DEF,1,1,2,2,0,18,0,0,0,0,5,50,10.0,4,0,0,0,0,0,0,2016-17,0
Luke Shaw,Man Utd,45,DEF,0,3,4,1,0,6,0,0,0,0,4,55,7.0,4,0,0,0,0,0,0,2016-17,0
Gabriel Armando de Abreu,Arsenal,45,DEF,0,0,5,6,0,18,0,0,0,0,2,50,16.0,4,0,0,0,0,0,0,2016-17,0
Oumar Niasse,Hull,44,FWD,4,1,2,3,1,30,0,0,0,0,3,60,11.0,1,0,0,0,0,0,0,2016-17,1
Andrew Surman,Bournemouth,44,MID,0,1,4,1,1,38,0,0,0,0,0,50,19.0,2,0,0,0,0,0,0,2016-17,0
Duncan Watmore,Sunderland,43,MID,0,5,2,1,0,20,0,0,0,0,1,50,12.0,2,0,0,0,0,0,0,2016-17,0
Ragnar Klavan,Liverpool,43,DEF,0,0,3,3,0,19,0,0,0,0,4,50,15.0,4,0,0,0,0,0,0,2016-17,0
Adama Diomande,Hull,42,FWD,2,0,2,1,0,29,0,0,0,0,2,45,11.0,1,0,0,0,0,0,0,2016-17,1
Michael Carrick,Man Utd,42,MID,0,0,5,2,0,14,0,0,0,0,0,45,16.0,4,0,0,0,0,0,0,2016-17,0
Andy King,Leicester,41,MID,1,0,1,4,0,26,0,0,0,0,1,50,15.0,5,0,0,0,0,0,0,2016-17,0
Sung-yueng Ki,Swansea,41,MID,0,1,4,3,0,28,0,0,0,0,0,55,13.0,2,0,0,0,0,0,0,2016-17,0
Ilkay Gündogan,Man City,41,MID,3,1,3,0,0,8,0,0,0,0,2,55,8.0,4,0,0,0,0,0,0,2016-17,0
Joe Ledley,Crystal Palace,40,MID,1,1,2,1,0,26,0,0,0,0,1,45,12.0,2,0,0,0,0,0,0,2016-17,0
Sebastian Larsson,Sunderland,40,MID,0,3,3,4,1,35,0,0,0,0,0,50,13.0,2,0,0,0,0,0,0,2016-17,0
Odion Ighalo,Watford,39,FWD,1,1,2,1,0,29,0,0,0,0,2,75,13.0,2,0,0,0,0,0,0,2016-17,0
Ahmed Musa,Leicester,39,FWD,2,0,1,1,0,20,0,0,0,0,5,75,6.0,5,0,0,0,0,0,0,2016-17,0
Curtis Davies,Hull,38,DEF,0,2,1,4,0,53,1,0,0,0,3,50,22.0,1,0,0,0,0,0,0,2016-17,1
Pierre-Emile Højbjerg,Southampton,38,MID,0,0,6,2,0,16,0,0,0,0,0,45,12.0,3,0,0,0,0,0,0,2016-17,0
Abdoulaye Doucouré,Watford,38,MID,1,0,4,4,0,32,0,0,0,0,0,50,12.0,2,0,0,0,0,0,0,2016-17,0
Juan Zuñiga,Watford,38,DEF,1,1,1,1,0,15,0,0,0,0,2,45,7.0,2,0,0,0,0,0,0,2016-17,0
Jordy Clasie,Southampton,38,MID,1,1,2,3,0,15,0,0,0,0,3,50,11.0,3,0,0,0,0,0,0,2016-17,0
Santiago Cazorla,Arsenal,38,MID,2,2,4,2,0,5,0,0,0,0,5,75,7.0,4,0,0,0,0,0,0,2016-17,0
Jack Rodwell,Sunderland,38,MID,0,1,2,4,0,32,0,0,0,0,1,45,16.0,2,0,0,0,0,0,0,2016-17,0
Danny Welbeck,Arsenal,37,FWD,2,2,3,0,0,11,0,0,0,0,0,75,6.0,4,0,0,0,0,0,0,2016-17,0
Lazar Markovic,Hull,37,MID,2,0,5,4,0,15,0,0,0,0,2,55,12.0,1,0,0,0,0,0,0,2016-17,1
Morgan Schneiderlin,Everton,37,MID,1,0,5,2,0,14,0,0,0,0,1,50,11.0,2,0,0,0,0,0,0,2016-17,0
Jordon Ibe,Bournemouth,36,MID,0,0,3,0,0,22,0,0,0,0,0,55,7.0,2,0,0,0,0,0,0,2016-17,0
Ramadan Sobhi,Stoke,36,MID,0,2,5,2,0,11,0,0,0,0,1,55,8.0,2,0,0,0,0,0,0,2016-17,0
Bradley Guzan,Middlesbrough,36,GK,0,0,3,0,0,17,0,0,0,37,3,45,9.0,1,0,0,0,0,0,0,2016-17,1
Mamadou Sakho,Crystal Palace,35,DEF,0,0,4,0,0,6,0,0,0,0,6,50,7.0,2,0,0,0,0,0,0,2016-17,0
Bernardo Espinosa Zúñiga,Middlesbrough,35,DEF,0,0,4,2,0,13,0,0,0,0,3,45,11.0,1,0,0,0,0,0,0,2016-17,1
Christian Kabasele,Watford,35,DEF,2,0,1,1,0,15,0,0,0,0,1,50,7.0,2,0,0,0,0,0,0,2016-17,0
Vito Mannone,Sunderland,34,GK,0,0,2,0,0,19,0,0,0,41,6,45,9.0,2,0,0,0,0,0,0,2016-17,0
Arthur Masuaku,West Ham,34,DEF,0,1,3,1,0,24,0,0,0,0,7,50,10.0,3,0,0,0,0,0,0,2016-17,0
Marc Muniesa,Stoke,34,DEF,1,0,3,2,0,7,0,0,0,0,3,45,7.0,2,0,0,0,0,0,0,2016-17,0
Modou Barrow,Swansea,34,FWD,0,2,4,1,0,23,0,0,0,0,0,50,11.0,2,0,0,0,0,0,0,2016-17,0
David Meyler,Hull,33,MID,1,0,2,2,0,23,0,0,0,0,0,45,8.0,1,0,0,0,0,0,0,2016-17,1
Borja Bastón,Swansea,32,FWD,1,2,1,0,0,11,0,0,0,0,1,70,3.0,2,0,0,0,0,0,0,2016-17,0
Loris Karius,Liverpool,32,GK,0,0,3,0,0,12,0,0,0,20,0,50,10.0,4,0,0,0,0,0,0,2016-17,0
Leon Britton,Swansea,32,MID,0,0,5,3,0,24,0,0,0,0,0,45,14.0,2,0,0,0,0,0,0,2016-17,0
Rob Holding,Arsenal,32,DEF,0,0,4,3,0,8,0,0,0,0,3,45,7.0,4,0,0,0,0,0,0,2016-17,0
Craig Cathcart,Watford,31,DEF,0,1,2,3,0,21,0,0,0,0,3,45,12.0,2,0,0,0,0,0,0,2016-17,0
Wahbi Khazri,Sunderland,31,MID,1,0,1,6,0,21,0,0,0,0,3,65,7.0,2,0,0,0,0,0,0,2016-17,0
Daniel Ayala,Middlesbrough,31,DEF,1,0,3,3,0,16,0,0,0,0,0,50,9.0,1,0,0,0,0,0,0,2016-17,1
Cuco Martina,Southampton,31,DEF,0,0,3,0,0,6,0,0,0,0,5,45,7.0,3,0,0,0,0,0,0,2016-17,0
Håvard Nordtveit,West Ham,31,MID,0,1,3,2,0,20,0,0,0,0,0,50,11.0,3,0,0,0,0,0,0,2016-17,0
Harry Winks,Spurs,30,MID,1,1,0,1,0,6,0,0,0,0,0,45,2.0,1,0,0,0,0,0,0,2016-17,0
Bojan Krkic,Stoke,30,MID,3,0,0,1,0,12,0,1,0,0,4,60,5.0,2,0,0,0,0,0,0,2016-17,0
Bryan Oviedo,Sunderland,29,MID,0,0,3,4,0,26,0,0,0,0,0,45,14.0,2,0,0,0,0,0,0,2016-17,0
Sam Byram,West Ham,29,DEF,0,1,3,5,1,27,0,0,0,0,2,45,12.0,3,0,0,0,0,0,0,2016-17,0
Wilfried Bony,Stoke,29,FWD,2,0,3,1,0,12,0,0,0,0,3,75,8.0,2,0,0,0,0,0,0,2016-17,0
Stephen Kingsley,Swansea,29,DEF,0,0,3,0,0,20,0,0,0,0,2,40,11.0,2,0,0,0,0,0,0,2016-17,0
Grant Leadbitter,Middlesbrough,28,MID,1,0,3,1,0,12,0,0,0,0,1,50,7.0,1,0,0,0,0,0,0,2016-17,1
Isaac Success,Watford,28,MID,1,1,1,2,0,9,0,0,0,0,0,60,2.0,2,0,0,0,0,0,0,2016-17,0
Erik Lamela,Spurs,28,MID,1,1,4,1,0,2,0,1,0,0,4,70,6.0,1,0,0,0,0,0,0,2016-17,0
Yohan Benalouane,Leicester,27,DEF,0,0,4,4,0,15,0,0,0,0,0,40,9.0,5,0,0,0,0,0,0,2016-17,0
Phil Bardsley,Stoke,27,DEF,0,0,3,4,1,17,0,0,0,0,0,45,12.0,2,0,0,0,0,0,0,2016-17,0
Angel Rangel,Swansea,26,DEF,1,0,1,1,0,24,0,0,0,0,1,45,7.0,2,0,0,0,0,0,0,2016-17,0
Saido Berahino,Stoke,26,FWD,0,0,4,1,0,13,0,0,0,0,0,65,9.0,2,0,0,0,0,0,0,2016-17,0
Ryan Mason,Hull,26,MID,1,0,0,4,0,27,0,0,0,0,0,50,9.0,1,0,0,0,0,0,0,2016-17,1
Mohamed Elneny,Arsenal,26,MID,0,1,3,1,0,9,0,0,0,0,0,50,7.0,4,0,0,0,0,0,0,2016-17,0
Adlène Guédioura,Middlesbrough,26,MID,0,1,0,2,0,20,0,0,0,0,0,45,7.0,1,0,0,0,0,0,0,2016-17,1
Ashley Young,Man Utd,26,MID,0,1,4,2,0,6,0,0,0,0,1,55,8.0,4,0,0,0,0,0,0,2016-17,0
Viktor Fischer,Middlesbrough,25,MID,0,3,1,0,0,6,0,0,0,0,0,55,2.0,1,0,0,0,0,0,0,2016-17,1
Papy Djilobodji,Sunderland,24,DEF,0,0,2,4,1,35,0,0,0,0,0,45,17.0,2,0,0,0,0,0,0,2016-17,0
Chung-yong Lee,Crystal Palace,24,MID,0,1,2,0,0,13,0,0,0,0,0,45,4.0,2,0,0,0,0,0,0,2016-17,0
Shaun Maloney,Hull,24,MID,1,2,1,0,0,7,0,0,0,0,2,45,1.0,1,0,0,0,0,0,0,2016-17,1
Giannelli Imbula,Stoke,24,MID,0,1,2,1,0,20,1,0,0,0,1,50,9.0,2,0,0,0,0,0,0,2016-17,0
Leonardo Ulloa,Leicester,24,FWD,1,0,2,0,0,5,0,0,0,0,1,60,3.0,5,0,0,0,0,0,0,2016-17,0
Branislav Ivanovic,Chelsea,23,DEF,0,1,1,2,0,9,0,0,0,0,2,60,6.0,3,0,0,0,0,0,0,2016-17,0
Sergio Romero,Man Utd,23,GK,0,0,2,0,0,0,0,0,1,10,3,50,2.0,4,0,0,0,0,0,0,2016-17,0
James Tarkowski,Burnley,23,DEF,0,0,1,1,0,11,0,0,0,0,0,40,4.0,1,0,0,0,0,0,0,2016-17,1
James McCarthy,Everton,23,MID,1,1,0,2,0,10,0,0,0,0,0,50,4.0,2,0,0,0,0,0,0,2016-17,0
Aaron Lennon,Everton,22,MID,0,1,2,0,0,5,0,0,0,0,0,60,5.0,2,0,0,0,0,0,0,2016-17,0
Neil Taylor,Swansea,22,DEF,0,1,2,1,0,26,0,0,0,0,0,45,10.0,2,0,0,0,0,0,0,2016-17,0
John Terry,Chelsea,21,DEF,1,0,1,1,0,9,0,0,0,0,0,55,5.0,3,0,0,0,0,0,0,2016-17,0
Donald Love,Sunderland,21,DEF,0,1,1,1,0,11,0,0,0,0,1,40,6.0,2,0,0,0,0,0,0,2016-17,0
Jordi Amat,Swansea,21,DEF,0,0,2,5,0,36,0,0,0,0,0,40,15.0,2,0,0,0,0,0,0,2016-17,0
Jack Butland,Stoke,20,GK,0,0,2,0,0,8,0,0,0,17,2,50,5.0,2,0,0,0,0,0,0,2016-17,0
Steve Mandanda,Crystal Palace,19,GK,0,0,0,0,0,17,0,0,0,24,0,45,9.0,2,0,0,0,0,0,0,2016-17,0
Jay Fulton,Swansea,19,MID,0,0,3,2,0,15,0,0,0,0,0,45,7.0,2,0,0,0,0,0,0,2016-17,0
Benjamin Chilwell,Leicester,19,DEF,1,0,1,2,0,18,0,0,0,0,0,45,6.0,5,0,0,0,0,0,0,2016-17,0
Fernando Francisco Reges,Man City,18,MID,0,0,1,3,0,10,0,0,0,0,1,50,4.0,4,0,0,0,0,0,0,2016-17,0
Connor Wickham,Crystal Palace,18,FWD,2,0,0,1,0,6,0,0,0,0,0,60,3.0,2,0,0,0,0,0,0,2016-17,0
Jefferson Montero,Swansea,18,MID,0,1,0,0,0,9,0,0,0,0,0,55,2.0,2,0,0,0,0,0,0,2016-17,0
Ron-Robert Zieler,Leicester,17,GK,0,0,1,0,0,16,0,0,0,18,0,45,8.0,5,0,0,0,0,0,0,2016-17,0
Michel Vorm,Spurs,17,GK,0,0,2,0,0,2,0,0,0,7,0,50,4.0,1,0,0,0,0,0,0,2016-17,0
Oscar dos Santos Emboaba Junior,Chelsea,17,MID,0,1,1,1,0,6,0,0,0,0,0,75,5.0,3,0,0,0,0,0,0,2016-17,0
Lewis Cook,Bournemouth,17,MID,0,2,1,1,0,7,0,0,0,0,1,45,4.0,2,0,0,0,0,0,0,2016-17,0
Darron Gibson,Sunderland,17,MID,0,0,1,4,0,12,0,0,0,0,0,45,7.0,2,0,0,0,0,0,0,2016-17,0
Mike van der Hoorn,Swansea,16,DEF,1,0,1,1,0,20,0,0,0,0,0,45,7.0,2,0,0,0,0,0,0,2016-17,0
Fraizer Campbell,Crystal Palace,16,FWD,1,0,0,0,0,4,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Ibrahim Afellay,Stoke,15,MID,0,0,0,0,0,5,0,0,0,0,0,55,3.0,2,0,0,0,0,0,0,2016-17,0
Kurt Zouma,Chelsea,15,DEF,0,1,0,0,0,8,0,0,0,0,3,55,2.0,3,0,0,0,0,0,0,2016-17,0
Alberto Moreno,Liverpool,15,DEF,0,1,0,1,0,7,0,0,0,0,1,50,2.0,4,0,0,0,0,0,0,2016-17,0
Lys Mousset,Bournemouth,14,FWD,0,1,1,0,0,4,1,0,0,0,0,55,2.0,2,0,0,0,0,0,0,2016-17,0
Craig Gardner,West Brom,14,MID,0,1,1,1,0,6,0,0,0,0,0,55,2.0,2,0,0,0,0,0,0,2016-17,0
Shay Given,Stoke,13,GK,0,0,0,1,0,14,1,0,1,18,3,45,5.0,2,0,0,0,0,0,0,2016-17,0
Gerard Deulofeu,Everton,13,MID,0,0,0,1,0,6,0,0,0,0,0,65,2.0,2,0,0,0,0,0,0,2016-17,0
Fabian Delph,Man City,13,MID,1,0,0,1,0,4,0,0,0,0,0,50,2.0,4,0,0,0,0,0,0,2016-17,0
Nathan Dyer,Swansea,12,MID,0,1,0,0,0,11,0,0,0,0,0,50,1.0,2,0,0,0,0,0,0,2016-17,0
Matt Targett,Southampton,12,DEF,0,0,1,0,0,4,0,0,0,0,0,45,4.0,3,0,0,0,0,0,0,2016-17,0
Jonathan Leko,West Brom,12,MID,0,1,0,0,0,3,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Patrick McNair,Sunderland,12,DEF,0,0,1,0,0,9,1,0,0,0,0,45,3.0,2,0,0,0,0,0,0,2016-17,0
Lee Cattermole,Sunderland,12,MID,0,0,0,4,0,13,0,0,0,0,0,45,8.0,2,0,0,0,0,0,0,2016-17,0
Jan Kirchhoff,Sunderland,12,MID,0,1,0,1,0,11,0,0,0,0,0,45,3.0,2,0,0,0,0,0,0,2016-17,0
Lynden Gooch,Sunderland,12,MID,0,0,1,3,0,9,0,0,0,0,0,45,3.0,2,0,0,0,0,0,0,2016-17,0
Diafra Sakho,West Ham,12,FWD,1,0,0,0,0,4,0,0,0,0,2,60,1.0,3,0,0,0,0,0,0,2016-17,0
Gökhan Töre,West Ham,10,MID,0,1,1,0,0,4,0,0,0,0,0,55,1.0,3,0,0,0,0,0,0,2016-17,0
Emilio Nsue Lopez,Middlesbrough,10,DEF,0,0,1,0,0,5,0,0,0,0,0,45,3.0,1,0,0,0,0,0,0,2016-17,1
Brendan Galloway,Everton,9,DEF,0,0,1,0,0,3,0,0,0,0,0,45,3.0,2,0,0,0,0,0,0,2016-17,0
Timothy Fosu-Mensah,Man Utd,9,DEF,0,0,1,0,0,0,0,0,0,0,0,45,1.0,4,0,0,0,0,0,0,2016-17,0
Sam Field,West Brom,9,MID,0,0,1,2,0,1,0,0,0,0,0,45,2.0,2,0,0,0,0,0,0,2016-17,0
Jon Flanagan,Burnley,9,DEF,0,0,1,2,0,4,0,0,0,0,0,45,3.0,1,0,0,0,0,0,0,2016-17,1
Matthew Pennington,Everton,9,DEF,1,0,0,0,0,6,0,0,0,0,0,40,2.0,2,0,0,0,0,0,0,2016-17,0
Josh Tymon,Hull,9,DEF,0,0,1,1,0,8,0,0,0,0,0,40,4.0,1,0,0,0,0,0,0,2016-17,1
Max Gradel,Bournemouth,8,MID,0,0,0,3,0,1,0,0,0,0,0,55,,2,0,0,0,0,0,0,2016-17,0
Jonas Olsson,West Brom,8,DEF,0,0,1,3,0,13,0,0,0,0,0,45,6.0,2,0,0,0,0,0,0,2016-17,0
Adam Federici,Bournemouth,8,GK,0,0,1,1,0,3,0,0,0,5,1,45,2.0,2,0,0,0,0,0,0,2016-17,0
Jordan Rhodes,Middlesbrough,8,FWD,0,0,0,0,0,2,0,0,0,0,0,60,2.0,1,0,0,0,0,0,0,2016-17,1
Trent Alexander-Arnold,Liverpool,8,MID,0,0,0,0,0,2,0,0,0,0,0,45,1.0,4,0,0,0,0,0,0,2016-17,0
Jarrod Bowen,Hull,8,FWD,0,0,0,0,0,8,0,0,0,0,0,45,1.0,1,0,0,0,0,0,0,2016-17,1
Bakary Sako,Crystal Palace,7,MID,0,0,0,0,0,5,0,0,0,0,0,55,,2,0,0,0,0,0,0,2016-17,0
Nampalys Mendy,Leicester,6,MID,0,0,1,1,0,5,0,0,0,0,0,45,2.0,5,0,0,0,0,0,0,2016-17,0
Ruben Loftus-Cheek,Chelsea,6,MID,0,0,0,0,0,0,0,0,0,0,0,55,,3,0,0,0,0,0,0,2016-17,0
Loïc Remy,Crystal Palace,6,FWD,0,0,1,0,0,3,0,0,0,0,0,65,,2,0,0,0,0,0,0,2016-17,0
Lewis Grabban,Bournemouth,6,FWD,0,1,0,0,0,2,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Jerome Sinclair,Watford,6,FWD,0,0,0,0,0,1,0,0,0,0,0,50,1.0,2,0,0,0,0,0,0,2016-17,0
Michael Kightly,Burnley,6,MID,0,0,0,0,0,1,0,0,0,0,0,45,1.0,1,0,0,0,0,0,0,2016-17,1
Pape Souaré,Crystal Palace,6,DEF,0,0,0,0,0,3,0,0,0,0,0,45,3.0,2,0,0,0,0,0,0,2016-17,0
Arouna Koné,Everton,6,FWD,0,0,0,0,0,3,0,0,0,0,0,55,,2,0,0,0,0,0,0,2016-17,0
Jérémy Pied,Southampton,5,DEF,0,0,0,0,0,1,0,0,0,0,0,50,1.0,3,0,0,0,0,0,0,2016-17,0
Joshua Onomah,Spurs,5,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,0
Paul Robinson,Burnley,5,GK,0,0,0,0,0,7,0,0,0,10,0,40,3.0,1,0,0,0,0,0,0,2016-17,1
Kevin Stewart,Liverpool,4,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,4,0,0,0,0,0,0,2016-17,0
Marko Grujic,Liverpool,4,MID,0,0,0,1,0,0,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
Tyrone Mings,Bournemouth,4,DEF,0,0,0,0,0,16,2,0,0,0,2,45,6.0,2,0,0,0,0,0,0,2016-17,0
Bradley Smith,Bournemouth,4,DEF,0,0,0,1,0,9,0,0,0,0,0,40,3.0,2,0,0,0,0,0,0,2016-17,0
David Nugent,Middlesbrough,4,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,1,0,0,0,0,0,0,2016-17,1
Jordon Mutch,Crystal Palace,4,MID,0,0,0,0,0,1,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Memphis Depay,Man Utd,3,MID,0,0,0,1,0,1,0,0,0,0,0,75,,4,0,0,0,0,0,0,2016-17,0
Albert Adomah,Middlesbrough,3,MID,0,0,0,0,0,2,0,0,0,0,0,55,1.0,1,0,0,0,0,0,0,2016-17,1
Robert Kenedy Nunes do Nascimento,Chelsea,3,MID,0,0,0,0,0,3,0,0,0,0,0,55,1.0,3,0,0,0,0,0,0,2016-17,0
Kristoffer Nordfeldt,Swansea,3,GK,0,0,0,0,0,1,0,0,0,4,0,40,1.0,2,0,0,0,0,0,0,2016-17,0
Ola Aina,Chelsea,3,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,3,0,0,0,0,0,0,2016-17,0
Harrison Reed,Southampton,3,MID,0,0,0,0,0,1,0,0,0,0,0,45,,3,0,0,0,0,0,0,2016-17,0
Luis Hernández,Leicester,3,DEF,0,0,0,1,0,8,0,0,0,0,0,45,3.0,5,0,0,0,0,0,0,2016-17,0
Kevin Wimmer,Spurs,2,DEF,0,0,0,3,0,4,1,0,0,0,0,50,3.0,1,0,0,0,0,0,0,2016-17,0
Jeremain Lens,Sunderland,2,MID,0,0,0,0,0,1,0,0,0,0,0,60,,2,0,0,0,0,0,0,2016-17,0
Costel Pantilimon,Watford,2,GK,0,0,0,0,0,4,0,0,0,6,0,45,,2,0,0,0,0,0,0,2016-17,0
Mile Jedinak,Crystal Palace,2,MID,0,0,0,0,0,1,0,0,0,0,0,45,1.0,2,0,0,0,0,0,0,2016-17,0
Carl Jenkinson,Arsenal,2,DEF,0,0,0,0,0,1,0,0,0,0,0,50,1.0,4,0,0,0,0,0,0,2016-17,0
Lukas Jutkiewicz,Burnley,2,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Asmir Begovic,Chelsea,2,GK,0,0,0,0,0,5,0,0,0,1,0,50,2.0,3,0,0,0,0,0,0,2016-17,0
David Ospina,Arsenal,2,GK,0,0,0,0,0,4,0,0,0,4,0,50,1.0,4,0,0,0,0,0,0,2016-17,0
Matej Vydra,Watford,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Sullay Kaikai,Crystal Palace,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Joel Asoro,Sunderland,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
David Jones,Burnley,1,MID,0,0,0,1,0,1,0,0,0,0,0,50,1.0,1,0,0,0,0,0,0,2016-17,1
Ben Watson,Watford,1,MID,0,0,0,0,1,2,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Samir Nasri,Man City,1,MID,0,0,0,0,0,0,0,0,0,0,0,65,,4,0,0,0,0,0,0,2016-17,0
Rickie Lambert,West Brom,1,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,2,0,0,0,0,0,0,2016-17,0
Marcin Wasilewski,Leicester,1,DEF,0,0,0,0,0,2,0,0,0,0,0,40,1.0,5,0,0,0,0,0,0,2016-17,0
Mathieu Debuchy,Arsenal,1,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
Ikechi Anya,Watford,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Philipp Wollscheid,Stoke,1,DEF,0,0,0,1,0,5,0,0,0,0,0,45,2.0,2,0,0,0,0,0,0,2016-17,0
Per Mertesacker,Arsenal,1,DEF,0,0,0,0,0,1,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
Yaya Sanogo,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
James Chester,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Jakob Haugaard,Stoke,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Gökhan Inler,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,5,0,0,0,0,0,0,2016-17,0
Adam Reach,Middlesbrough,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Adam Matthews,Sunderland,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2,0,0,0,0,0,0,2016-17,0
Dusan Kuciak,Hull,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,1,0,0,0,0,0,0,2016-17,1
Abdul Rahman Baba,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,55,,3,0,0,0,0,0,0,2016-17,0
DeAndre Yedlin,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,0
Alex Baptiste,Middlesbrough,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,0,0,0,0,0,0,2016-17,1
Steven Berghuis,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,2,0,0,0,0,0,0,2016-17,0
Kane Wilson,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2,0,0,0,0,0,0,2016-17,0
Dionatan do Nascimento Teixeira,Stoke,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2,0,0,0,0,0,0,2016-17,0
Marc Wilson,West Brom,0,DEF,0,0,0,3,0,7,0,0,0,0,0,40,2.0,2,0,0,0,0,0,0,2016-17,0
Stephen Ireland,Stoke,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,0,0,0,0,0,0,2016-17,0
Dimitrios Konstantopoulos,Middlesbrough,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
James Wilson,Man Utd,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
Sébastien Pocognoli,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2,0,0,0,0,0,0,2016-17,0
Tommie Hoban,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,2,0,0,0,0,0,0,2016-17,0
Takuma Asano,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0,50,,4,0,0,0,0,0,0,2016-17,0
Alex Pritchard,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,0
Alexander Manninger,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,4,0,0,0,0,0,0,2016-17,0
Allan McGregor,Hull,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,1,0,0,0,0,0,0,2016-17,1
Almen Abdi,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,2,0,0,0,0,0,0,2016-17,0
