name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Idrissa Gueye,Everton,78,MID,0,2,13,6,0,31,0,0,0,0,0,50,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jonny Evans,Leicester,77,DEF,1,0,8,2,0,26,0,0,0,0,3,50,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Joe Bennett,Cardiff,77,DEF,0,1,9,5,0,50,0,0,0,0,4,45,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Nacho Monreal,Arsenal,77,DEF,1,4,5,5,0,24,0,0,0,0,7,55,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Aaron Mooy,Huddersfield,76,MID,3,1,3,4,0,48,0,0,0,0,5,55,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Moussa Sissoko,Spurs,76,MID,0,3,11,2,0,28,0,0,0,0,3,50,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Wes Morgan,Leicester,76,DEF,3,0,6,1,2,28,0,0,0,0,7,45,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jordan Henderson,Liverpool,76,MID,1,3,12,1,1,14,0,0,0,0,2,55,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Josh Murphy,Cardiff,76,MID,3,2,7,2,0,32,0,0,0,0,3,50,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Christopher Schindler,Huddersfield,76,DEF,1,1,5,4,1,72,0,0,0,0,7,45,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
André Schürrle,Fulham,75,MID,6,0,2,2,0,43,0,0,0,0,2,60,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Stuart Armstrong,Southampton,75,MID,3,4,5,2,0,26,0,0,0,0,3,55,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jefferson Lerma,Bournemouth,75,MID,2,2,9,12,0,49,1,0,0,0,6,45,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Anthony Knockaert,Brighton,74,MID,2,6,3,4,1,41,0,0,0,0,2,55,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alex McCarthy,Southampton,73,GK,0,0,4,1,0,44,0,0,0,78,6,45,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jeff Hendrick,Burnley,73,MID,2,2,4,4,0,44,0,0,0,0,3,55,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ashley Young,Man Utd,73,DEF,2,3,4,8,1,44,0,0,0,0,4,60,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Davy Pröpper,Brighton,72,MID,1,1,4,2,0,45,0,0,0,0,3,50,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jean Michael Seri,Fulham,72,MID,1,3,3,6,0,54,0,0,0,0,6,55,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Tom Cairney,Fulham,71,MID,1,1,5,0,0,51,0,0,0,0,3,50,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Adam Smith,Bournemouth,70,DEF,1,1,8,5,1,33,0,0,0,0,1,45,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Juan Mata,Man Utd,70,MID,3,4,5,3,0,15,0,0,0,0,7,65,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Nicolás Otamendi,Man City,70,DEF,0,0,9,1,0,7,0,0,0,0,5,65,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Isaac Hayden,Newcastle,69,MID,1,4,7,3,1,25,0,0,0,0,5,45,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Joe Hart,Burnley,69,GK,0,0,4,0,0,41,0,0,1,77,7,45,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alex Pritchard,Huddersfield,69,MID,2,0,7,2,0,40,0,0,0,0,2,50,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Steve Mounie,Huddersfield,69,FWD,2,4,5,1,1,38,0,0,0,0,4,60,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Naby Keita,Liverpool,67,MID,2,1,10,0,0,8,0,0,0,0,3,75,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Cheikhou Kouyaté,Crystal Palace,67,MID,0,3,9,3,0,30,0,0,0,0,0,50,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Mathias Jorgensen,Huddersfield,67,DEF,3,1,3,6,0,38,0,0,0,0,4,45,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Wayne Hennessey,Crystal Palace,67,GK,0,0,5,0,0,26,0,0,1,44,6,45,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Erik Lamela,Spurs,67,MID,4,4,4,2,0,12,0,0,0,0,5,65,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Paul Dummett,Newcastle,67,DEF,0,0,7,1,0,27,0,0,0,0,3,45,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jan Vertonghen,Spurs,67,DEF,1,0,6,3,1,23,0,0,0,0,7,60,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Shane Long,Southampton,66,FWD,5,2,2,3,0,24,0,0,0,0,5,50,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Francisco Femenía Far,Watford,66,DEF,1,1,4,1,0,40,0,0,0,0,6,45,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ben Davies,Spurs,66,DEF,0,0,6,2,0,26,0,0,0,0,5,60,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Aron Gunnarsson,Cardiff,65,MID,1,1,6,5,0,40,0,0,0,0,3,45,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Dale Stephens,Brighton,65,MID,1,1,5,6,1,46,0,0,0,0,4,45,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Fabio Henrique Tavares,Liverpool,65,MID,1,2,11,6,0,14,0,0,0,0,0,60,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
André Filipe Tavares Gomes,Everton,64,MID,1,2,9,7,0,28,0,0,0,0,2,55,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Mateo Kovacic,Chelsea,64,MID,0,2,9,3,0,19,0,0,0,0,2,60,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Sokratis Papastathopoulos,Arsenal,64,DEF,1,2,5,12,0,33,0,0,0,0,4,55,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Marc Albrighton,Leicester,63,MID,2,2,5,3,0,17,0,0,0,0,4,55,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Philip Billing,Huddersfield,63,MID,2,0,5,7,0,43,0,0,0,0,4,45,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Nathaniel Mendez-Laing,Cardiff,63,MID,4,1,4,0,0,18,0,0,0,0,6,50,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
DeAndre Yedlin,Newcastle,63,DEF,1,2,5,6,1,41,1,0,0,0,1,45,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Asmir Begovic,Bournemouth,63,GK,0,0,5,0,0,47,0,0,0,59,4,45,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Dejan Lovren,Liverpool,63,DEF,1,1,6,1,0,7,0,0,0,0,9,50,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Laurent Koscielny,Arsenal,62,DEF,3,0,3,1,0,23,0,0,0,0,8,55,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ander Herrera,Man Utd,62,MID,2,3,5,4,0,18,0,0,0,0,6,50,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Fabián Balbuena,West Ham,61,DEF,1,0,5,2,0,32,0,0,0,0,3,45,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Terence Kongolo,Huddersfield,60,DEF,1,1,4,4,0,65,1,0,0,0,4,45,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Héctor Bellerín,Arsenal,60,DEF,0,5,4,3,0,21,1,0,0,0,5,55,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Calum Chambers,Fulham,60,DEF,2,0,5,9,0,52,0,0,0,0,0,45,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Max Meyer,Crystal Palace,60,MID,1,3,6,3,0,24,0,0,0,0,0,60,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Kevin De Bruyne,Man City,59,MID,2,3,6,2,0,3,0,0,0,0,8,100,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Benjamin Mendy,Man City,59,DEF,0,6,4,1,0,6,0,0,0,0,6,60,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Nemanja Matic,Man Utd,59,MID,1,0,6,6,1,37,0,0,0,0,2,50,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tom Heaton,Burnley,58,GK,0,0,4,3,0,27,0,0,0,63,4,50,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Kelechi Iheanacho,Leicester,58,FWD,1,5,1,2,0,16,0,0,0,0,3,60,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Vincent Kompany,Man City,58,DEF,1,0,6,6,0,7,0,0,0,0,4,55,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Adrian Mariappa,Watford,57,DEF,0,0,5,3,0,32,0,0,0,0,2,45,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Cenk Tosun,Everton,56,FWD,3,3,1,3,0,17,0,0,0,0,3,70,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Eric Dier,Spurs,56,MID,3,0,5,4,0,18,0,0,0,0,3,50,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Mohamed Diamé,Newcastle,56,MID,0,0,7,3,0,32,0,0,0,0,0,50,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Junior Stanislas,Bournemouth,56,MID,2,3,2,1,0,24,0,0,0,0,3,60,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ryan Bertrand,Southampton,56,DEF,1,0,6,8,0,42,0,0,0,0,1,50,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Pablo Zabaleta,West Ham,56,DEF,0,1,4,4,0,35,0,0,0,0,4,45,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Chris Smalling,Man Utd,56,DEF,1,0,4,1,0,36,1,0,0,0,3,60,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Oriol Romeu Vidal,Southampton,55,MID,1,0,6,11,0,37,0,0,0,0,3,45,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Olivier Giroud,Chelsea,55,FWD,2,4,6,1,0,5,0,0,0,0,2,80,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Joseph Gomez,Liverpool,55,DEF,0,0,7,2,0,4,0,0,0,0,2,50,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Christian Atsu,Newcastle,55,MID,1,1,6,2,0,18,0,0,0,0,0,55,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jonathan Hogg,Huddersfield,54,MID,0,1,5,8,1,44,0,0,0,0,3,45,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Dan Gosling,Bournemouth,54,MID,2,2,4,8,0,33,0,0,0,0,0,50,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Javier Manquillo,Newcastle,53,DEF,0,3,4,2,0,16,0,0,0,0,5,45,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Harry Winks,Spurs,53,MID,1,0,6,4,0,17,0,0,0,0,3,55,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Joe Bryan,Fulham,52,DEF,0,1,5,5,0,54,1,0,0,0,4,50,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Jürgen Locadia,Brighton,52,FWD,2,0,3,1,0,21,0,0,0,0,6,55,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Hélder Costa,Wolves,52,MID,1,2,5,3,0,19,0,0,0,0,0,50,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Cédric Soares,Southampton,52,DEF,1,2,4,4,0,31,0,0,0,0,7,45,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Tim Ream,Fulham,50,DEF,0,0,5,1,0,49,0,0,0,0,4,45,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Daryl Janmaat,Watford,50,DEF,0,2,3,3,0,22,0,0,0,0,6,50,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Robert Kenedy Nunes do Nascimento,Newcastle,50,MID,1,1,6,1,0,18,0,1,0,0,1,50,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Mario Lemina,Southampton,50,MID,1,2,4,5,0,37,0,0,0,0,2,50,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Florent Hadergjonaj,Huddersfield,50,DEF,0,0,4,1,0,36,0,0,0,0,1,45,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jannik Vestergaard,Southampton,50,DEF,0,0,4,2,0,31,0,0,0,0,0,50,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Erik Durm,Huddersfield,49,DEF,0,1,3,0,0,45,0,0,0,0,2,45,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Arthur Masuaku,West Ham,49,MID,0,2,4,2,0,29,0,0,0,0,0,45,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Chris Löwe,Huddersfield,49,DEF,0,4,1,2,0,55,0,0,0,0,6,45,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jan Bednarek,Southampton,49,DEF,0,1,3,7,0,37,0,0,0,0,3,40,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Angelo Ogbonna,West Ham,48,DEF,1,1,2,2,0,36,0,0,0,0,2,45,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Leander Dendoncker,Wolves,48,MID,2,0,3,1,0,21,0,0,0,0,1,45,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Gaëtan Bong,Brighton,48,DEF,0,0,5,0,0,34,0,0,0,0,0,45,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Sam Vokes,Burnley,48,FWD,3,0,2,0,0,20,0,0,0,0,7,55,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ivan Cavaleiro,Wolves,48,MID,3,1,1,1,0,11,0,0,0,0,3,55,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Harry Arter,Cardiff,48,MID,0,1,7,10,0,39,0,0,0,0,0,50,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Angus Gunn,Southampton,47,GK,0,0,3,0,0,18,0,0,1,33,4,45,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Romain Saïss,Wolves,47,DEF,2,0,3,7,0,17,0,0,0,0,5,45,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Luciano Vietto,Fulham,47,FWD,1,4,1,1,0,21,0,0,0,0,4,55,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Jack Stephens,Southampton,47,DEF,1,0,3,4,0,35,0,0,0,0,4,45,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alexis Sánchez,Man Utd,47,MID,1,5,2,3,0,10,0,0,0,0,1,105,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Matteo Guendouzi,Arsenal,47,MID,0,0,3,9,0,32,0,0,0,0,0,45,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Federico Fernández,Newcastle,47,DEF,0,2,3,2,0,24,0,0,0,0,5,45,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Bruno Saltor Grau,Brighton,46,DEF,0,1,4,2,0,17,0,0,0,0,7,45,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Charlie Austin,Southampton,46,FWD,2,2,5,1,0,17,0,1,0,0,1,60,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Álvaro Morata,Chelsea,46,FWD,5,0,6,3,0,11,0,0,0,0,3,90,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jordan Ayew,Crystal Palace,46,FWD,1,3,5,3,0,13,0,0,0,0,2,60,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Artur Boruc,Bournemouth,46,GK,0,0,4,2,0,18,0,0,0,39,4,40,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Danilo Luiz da Silva,Man City,46,DEF,1,0,4,1,0,7,0,0,0,0,7,55,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Martín Montoya,Brighton,45,DEF,0,1,3,4,0,41,0,0,0,0,1,45,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Joe Ralls,Cardiff,45,MID,0,0,5,4,1,40,0,1,0,0,0,50,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Maya Yoshida,Southampton,44,DEF,0,1,3,0,0,29,0,0,0,0,4,45,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Denis Odoi,Fulham,44,DEF,0,1,3,4,0,62,1,0,0,0,2,45,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Adama Traoré,Wolves,44,MID,1,1,1,1,0,13,0,0,0,0,2,55,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Charlie Daniels,Bournemouth,44,DEF,1,0,4,4,0,34,0,0,0,0,1,45,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Oleksandr Zinchenko,Man City,44,MID,0,3,9,1,0,4,0,0,0,0,1,50,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Phil Jones,Man Utd,43,DEF,0,1,3,1,0,17,0,0,0,0,3,55,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Pedro Obiang,West Ham,43,MID,0,2,2,0,0,21,0,0,0,0,1,45,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Yves Bissouma,Brighton,43,MID,0,0,3,5,0,32,0,0,0,0,0,50,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Lee Peltier,Cardiff,43,DEF,0,0,5,4,0,26,0,0,0,0,1,40,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Isaac Success Ajayi,Watford,42,FWD,1,1,2,4,0,21,0,0,0,0,0,45,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Cyrus Christie,Fulham,42,DEF,0,1,3,7,0,42,0,0,0,0,2,45,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Ciaran Clark,Newcastle,42,DEF,3,0,2,1,0,15,0,0,0,0,4,45,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Fernando Llorente,Spurs,41,FWD,1,4,2,2,0,8,1,0,0,0,3,60,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Aaron Lennon,Burnley,41,MID,1,1,3,1,0,22,0,0,0,0,2,50,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Frederico Rodrigues de Paula Santos,Man Utd,40,MID,1,2,1,2,0,19,0,0,0,0,3,60,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Simon Francis,Bournemouth,40,DEF,0,2,4,1,0,24,0,0,0,0,0,45,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Juninho Bacuna,Huddersfield,39,MID,1,0,0,4,0,37,0,0,0,0,1,45,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jonjo Shelvey,Newcastle,39,MID,1,1,5,1,0,13,0,0,0,0,2,55,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Bernardo Fernandes da Silva Junior,Brighton,39,DEF,0,1,2,4,0,29,0,0,0,0,0,45,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ryan Fredericks,West Ham,38,DEF,1,0,3,5,0,16,0,0,0,0,4,50,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Florin Andone,Brighton,38,FWD,3,0,2,5,0,14,0,0,0,0,2,50,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Sung-yueng Ki,Newcastle,38,MID,0,1,4,2,0,20,0,0,0,0,1,50,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Isaac Mbenza,Huddersfield,38,MID,1,1,0,1,0,25,0,0,0,0,0,60,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Maxime Le Marchand,Fulham,38,DEF,0,1,3,5,0,53,0,0,0,0,1,45,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Scott McTominay,Man Utd,38,MID,2,0,1,1,0,18,0,0,0,0,4,45,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
André-Frank Zambo Anguissa,Fulham,37,MID,0,0,3,1,1,33,0,0,0,0,0,45,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Morgan Gibbs-White,Wolves,37,MID,0,1,4,1,0,12,0,0,0,0,0,45,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Ken Sema,Watford,37,MID,1,2,3,1,0,9,0,0,0,0,1,50,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Beram Kayal,Brighton,36,MID,1,1,4,4,0,17,0,0,0,0,0,45,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Andrew Surman,Bournemouth,36,MID,0,0,4,2,0,37,0,0,0,0,0,50,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Christian Kabasele,Watford,36,DEF,0,0,3,2,1,29,0,0,0,0,1,45,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Yerry Mina,Everton,36,DEF,1,0,3,3,0,13,0,0,0,0,2,55,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Matt Targett,Southampton,36,DEF,1,3,0,2,0,25,0,0,0,0,3,45,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Florian Lejeune,Newcastle,35,DEF,0,0,4,0,0,13,0,0,0,0,0,45,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Nathaniel Clyne,Bournemouth,34,DEF,0,1,3,2,0,26,0,0,0,0,0,50,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Matthew Lowton,Burnley,34,DEF,0,0,4,7,0,41,0,0,0,0,1,50,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Aaron Cresswell,West Ham,34,DEF,0,1,1,1,0,26,0,0,0,0,0,55,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ademola Lookman,Everton,34,MID,0,3,1,0,0,8,0,0,0,0,0,55,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Daniel Sturridge,Liverpool,34,FWD,2,1,2,1,0,5,0,0,0,0,2,60,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Ainsley Maitland-Niles,Arsenal,34,MID,1,1,2,1,1,20,0,0,0,0,3,45,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Laurent Depoitre,Huddersfield,34,FWD,0,1,0,1,0,23,0,0,0,0,0,55,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Lucas Pérez,West Ham,33,FWD,3,0,0,0,0,13,0,0,0,0,5,65,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Kenneth Zohore,Cardiff,33,FWD,1,1,2,1,0,19,0,0,0,0,2,50,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Jordon Ibe,Bournemouth,33,MID,1,1,1,1,0,23,0,0,0,0,0,55,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Alireza Jahanbakhsh,Brighton,33,MID,0,0,5,2,0,16,0,0,0,0,0,70,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Christian Benteke,Crystal Palace,33,FWD,1,1,3,1,0,13,0,0,0,0,3,65,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Phil Bardsley,Burnley,33,DEF,0,0,4,9,0,27,1,0,0,0,0,45,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Manuel Lanzini,West Ham,31,MID,1,2,2,2,0,12,0,0,0,0,3,65,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
José Heriberto Izquierdo Mena,Brighton,31,MID,0,2,3,1,0,10,0,0,0,0,0,60,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Jose Luis Mato Sanmartín,Newcastle,30,FWD,2,0,1,1,0,15,0,0,0,0,3,50,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
Oumar Niasse,Cardiff,30,FWD,0,0,5,0,0,13,0,0,0,0,0,55,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,1
Wesley Hoedt,Southampton,29,DEF,0,0,4,2,0,24,2,0,0,0,3,45,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-19,0
