name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship,season_start,name_season
James Ward-Prowse,Southampton,92,MID,4,4,9,4,0,26,0,0,0,0,5,55,19.0,1883,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,James Ward-Prowse (2016-17)
Wayne Hennessey,Crystal Palace,92,GK,0,0,7,1,0,46,0,0,0,83,4,45,28.0,2610,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Wayne Hennessey (2016-17)
George Boyd,Burnley,92,MID,2,2,9,3,0,45,0,0,0,0,2,55,32.0,2837,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,George Boyd (2016-17)
Marten de Roon,Middlesbrough,91,MID,4,1,8,8,0,44,0,0,0,0,5,45,30.0,2773,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Marten de Roon (2016-17)
Stephen Ward,Burnley,91,DEF,1,1,8,5,0,53,0,0,0,0,3,45,35.0,3230,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Stephen Ward (2016-17)
Yohan Cabaye,Crystal Palace,91,MID,4,4,7,7,0,41,0,1,0,0,6,60,23.0,2125,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Yohan Cabaye (2016-17)
Shkodran Mustafi,Arsenal,90,DEF,2,2,8,11,0,30,0,0,0,0,8,60,24.0,2274,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Shkodran Mustafi (2016-17)
Ben Davies,Spurs,90,DEF,1,3,8,1,0,13,0,0,0,0,5,50,17.0,1739,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Ben Davies (2016-17)
Matthew Lowton,Burnley,90,DEF,0,2,9,9,0,53,0,0,0,0,5,45,36.0,3240,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Matthew Lowton (2016-17)
Alex Iwobi,Arsenal,89,MID,3,5,9,1,0,20,0,0,0,0,8,60,17.0,1456,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Alex Iwobi (2016-17)
André Ayew,West Ham,89,MID,6,3,6,1,0,25,0,0,0,0,5,75,14.0,1439,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,André Ayew (2016-17)
Simon Francis,Bournemouth,89,DEF,0,1,10,4,1,54,0,0,0,0,7,45,32.0,2938,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Simon Francis (2016-17)
Joel Robles,Everton,89,GK,0,1,10,2,0,20,0,0,0,54,5,50,19.0,1737,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Joel Robles (2016-17)
Robert Huth,Leicester,88,DEF,2,2,9,9,0,49,2,0,0,0,1,50,32.0,2926,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Robert Huth (2016-17)
Benik Afobe,Bournemouth,88,FWD,6,5,5,1,0,24,0,1,0,0,9,60,11.0,1458,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Benik Afobe (2016-17)
José Holebas,Watford,87,DEF,2,4,7,14,0,61,0,0,0,0,9,45,31.0,2905,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,José Holebas (2016-17)
Sam Clucas,Hull,87,MID,3,1,5,9,1,75,0,0,0,0,4,50,35.0,3186,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Sam Clucas (2016-17)
Gaël Clichy,Man City,87,DEF,1,0,8,2,0,24,0,0,0,0,9,55,22.0,2123,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Gaël Clichy (2016-17)
Joel Ward,Crystal Palace,86,DEF,0,1,7,7,0,63,0,0,0,0,7,50,37.0,3417,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Joel Ward (2016-17)
Gnegneri Yaya Touré,Man City,86,MID,5,0,12,4,0,17,0,0,0,0,6,80,20.0,1941,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Gnegneri Yaya Touré (2016-17)
Eldin Jakupovic,Hull,86,GK,0,0,5,0,0,36,0,0,2,73,7,40,22.0,1980,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Eldin Jakupovic (2016-17)
Danny Simpson,Leicester,85,DEF,0,3,9,12,0,50,0,0,0,0,4,50,32.0,2988,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Danny Simpson (2016-17)
Granit Xhaka,Arsenal,85,MID,2,3,10,5,2,32,0,0,0,0,7,55,26.0,2483,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Granit Xhaka (2016-17)
Harry Arter,Bournemouth,84,MID,1,4,9,11,1,62,0,1,0,0,6,50,33.0,2956,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Harry Arter (2016-17)
Danny Rose,Spurs,84,DEF,2,3,8,8,0,11,0,0,0,0,6,60,17.0,1530,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Danny Rose (2016-17)
James Morrison,West Brom,84,MID,5,2,4,3,0,22,0,0,0,0,4,50,17.0,1741,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,James Morrison (2016-17)
Calum Chambers,Middlesbrough,83,DEF,2,1,7,4,0,37,0,0,0,0,7,45,24.0,2250,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Calum Chambers (2016-17)
Islam Slimani,Leicester,83,FWD,7,4,5,1,0,23,0,0,0,0,9,85,12.0,1281,4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Islam Slimani (2016-17)
N'Golo Kanté,Chelsea,83,MID,1,1,13,9,0,33,0,0,0,0,1,50,35.0,3138,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,N'Golo Kanté (2016-17)
Alex Oxlade-Chamberlain,Arsenal,83,MID,2,7,4,1,0,22,0,0,0,0,3,60,17.0,1564,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Alex Oxlade-Chamberlain (2016-17)
Kyle Naughton,Swansea,82,DEF,1,0,8,5,0,48,1,0,0,0,7,45,30.0,2714,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Kyle Naughton (2016-17)
Ashley Barnes,Burnley,81,FWD,6,3,6,6,1,27,0,0,0,0,10,45,19.0,1774,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Ashley Barnes (2016-17)
Dimitri Payet,West Ham,81,MID,2,8,4,2,0,28,0,0,0,0,10,95,17.0,1513,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Dimitri Payet (2016-17)
Idrissa Gueye,Everton,80,MID,1,2,9,11,0,31,0,0,0,0,9,50,29.0,2681,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Idrissa Gueye (2016-17)
Xherdan Shaqiri,Stoke,80,MID,4,2,8,2,0,21,0,0,0,0,8,65,17.0,1699,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Xherdan Shaqiri (2016-17)
Oriol Romeu Vidal,Southampton,80,MID,1,0,13,11,0,42,0,0,0,0,4,45,32.0,3071,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Oriol Romeu Vidal (2016-17)
Jonny Evans,West Brom,79,DEF,2,1,4,8,0,39,0,0,0,0,7,45,27.0,2637,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jonny Evans (2016-17)
Peter Crouch,Stoke,79,FWD,7,3,4,3,0,23,0,0,0,0,7,50,11.0,1343,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Peter Crouch (2016-17)
Cheikhou Kouyaté,West Ham,79,MID,1,1,9,3,0,46,0,0,0,0,3,55,31.0,2723,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Cheikhou Kouyaté (2016-17)
Fernando Luiz Rosa,Man City,78,MID,2,1,10,4,2,27,0,0,0,0,3,55,28.0,2755,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Fernando Luiz Rosa (2016-17)
Maya Yoshida,Southampton,78,DEF,1,1,7,2,0,32,0,0,0,0,8,45,21.0,2070,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Maya Yoshida (2016-17)
Adam Forshaw,Middlesbrough,77,MID,0,2,9,4,0,36,0,0,0,0,3,45,27.0,2695,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Adam Forshaw (2016-17)
Jake Livermore,West Brom,77,MID,1,1,4,5,1,62,0,0,0,0,2,50,32.0,2970,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jake Livermore (2016-17)
Marcos Rojo,Man Utd,77,DEF,1,0,8,5,0,13,0,0,0,0,7,55,17.0,1663,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Marcos Rojo (2016-17)
Steven Davis,Southampton,77,MID,0,3,10,3,0,37,0,0,0,0,0,55,28.0,2643,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Steven Davis (2016-17)
Stewart Downing,Middlesbrough,77,MID,1,3,7,1,0,39,0,0,0,0,3,55,23.0,2214,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Stewart Downing (2016-17)
Jeff Hendrick,Burnley,76,MID,2,1,9,6,1,47,0,0,0,0,1,55,30.0,2691,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Jeff Hendrick (2016-17)
Marcus Rashford,Man Utd,76,FWD,5,3,7,3,0,15,0,0,0,0,2,70,16.0,1712,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Marcus Rashford (2016-17)
Mousa Dembélé,Spurs,76,MID,1,2,11,5,0,17,0,0,0,0,6,55,23.0,2056,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Mousa Dembélé (2016-17)
Wayne Rooney,Man Utd,76,FWD,5,5,6,8,0,16,0,0,0,0,9,90,14.0,1540,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Wayne Rooney (2016-17)
Virgil van Dijk,Southampton,75,DEF,1,0,7,3,1,23,0,0,0,0,14,55,20.0,1852,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Virgil van Dijk (2016-17)
James Tomkins,Crystal Palace,75,DEF,3,0,6,4,0,36,0,0,0,0,5,50,21.0,1974,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,James Tomkins (2016-17)
Allan-Roméo Nyom,West Brom,74,DEF,0,2,5,8,0,39,0,0,0,0,6,45,27.0,2638,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Allan-Roméo Nyom (2016-17)
Wayne Routledge,Swansea,74,MID,3,2,5,1,0,42,0,0,0,0,2,50,20.0,1917,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Wayne Routledge (2016-17)
Henrikh Mkhitaryan,Man Utd,73,MID,4,1,10,1,0,8,0,0,0,0,3,95,13.0,1348,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Henrikh Mkhitaryan (2016-17)
Jordan Henderson,Liverpool,73,MID,1,4,7,8,0,28,0,0,0,0,9,65,24.0,2116,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jordan Henderson (2016-17)
Jay Rodriguez,Southampton,73,MID,5,2,3,0,0,15,0,0,0,0,8,65,7.0,893,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jay Rodriguez (2016-17)
Andrew Robertson,Hull,73,DEF,1,2,5,5,0,59,0,0,0,0,4,45,30.0,2736,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Andrew Robertson (2016-17)
Claudio Bravo,Man City,73,GK,0,0,6,0,0,26,0,0,1,33,3,55,22.0,1968,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Claudio Bravo (2016-17)
Jonathan Walters,Stoke,72,MID,4,3,6,1,0,22,0,0,0,0,3,60,12.0,1304,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jonathan Walters (2016-17)
Abel Hernández,Hull,72,FWD,4,4,4,0,0,23,0,0,0,0,6,60,14.0,1425,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Abel Hernández (2016-17)
Harry Maguire,Hull,71,DEF,2,3,4,5,0,53,0,0,0,0,5,45,24.0,2307,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Harry Maguire (2016-17)
Antonio Barragán,Middlesbrough,71,DEF,0,0,7,5,0,32,0,0,0,0,8,45,24.0,2193,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Antonio Barragán (2016-17)
Miguel Britos,Watford,71,DEF,1,2,6,6,2,36,0,0,0,0,8,45,25.0,2280,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Miguel Britos (2016-17)
Mark Noble,West Ham,71,MID,3,0,8,10,0,40,0,1,0,0,5,65,25.0,2389,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Mark Noble (2016-17)
Adam Clayton,Middlesbrough,70,MID,0,2,10,10,0,45,0,0,0,0,0,45,29.0,2804,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Adam Clayton (2016-17)
Matteo Darmian,Man Utd,70,DEF,0,0,9,3,0,8,0,0,0,0,6,55,13.0,1333,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Matteo Darmian (2016-17)
Lamine Koné,Sunderland,69,DEF,1,0,5,4,0,46,0,0,0,0,5,45,27.0,2545,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Lamine Koné (2016-17)
Andy Carroll,West Ham,69,FWD,7,2,3,3,0,27,0,0,0,0,6,65,14.0,1312,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Andy Carroll (2016-17)
James Collins,West Ham,69,DEF,2,0,6,3,0,29,0,0,0,0,7,45,18.0,1655,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,James Collins (2016-17)
Darren Randolph,West Ham,69,GK,0,0,4,1,0,39,0,0,1,64,5,45,22.0,1980,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Darren Randolph (2016-17)
Scott Arfield,Burnley,69,MID,1,2,6,3,0,36,0,0,0,0,3,55,21.0,2103,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Scott Arfield (2016-17)
Daniel Drinkwater,Leicester,69,MID,1,1,8,6,0,44,0,0,0,0,3,55,27.0,2466,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Daniel Drinkwater (2016-17)
Ramiro Funes Mori,Everton,69,DEF,0,1,7,0,0,19,0,0,0,0,4,50,16.0,1543,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Ramiro Funes Mori (2016-17)
Maarten Stekelenburg,Everton,68,GK,0,0,4,2,0,24,1,0,2,43,3,50,19.0,1683,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Maarten Stekelenburg (2016-17)
Gareth Barry,Everton,68,MID,2,1,7,10,0,28,0,0,0,0,3,45,22.0,2109,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Gareth Barry (2016-17)
Gabriel Fernando de Jesus,Man City,67,FWD,7,4,3,2,0,5,0,0,0,0,12,90,6.0,651,21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Gabriel Fernando de Jesus (2016-17)
Sebastian Prödl,Watford,67,DEF,1,2,5,10,1,49,0,0,0,0,3,45,29.0,2770,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Sebastian Prödl (2016-17)
Didier Ndong,Sunderland,67,MID,1,1,5,5,0,48,0,0,0,0,1,50,26.0,2520,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Didier Ndong (2016-17)
Nordin Amrabat,Watford,65,MID,0,3,4,4,0,51,0,0,0,0,5,50,22.0,2091,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Nordin Amrabat (2016-17)
Marc Pugh,Bournemouth,64,MID,2,3,5,1,0,24,0,0,0,0,6,50,14.0,1329,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Marc Pugh (2016-17)
Adrián San Miguel del Castillo,West Ham,64,GK,0,0,6,1,0,25,0,0,0,53,6,50,16.0,1440,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Adrián San Miguel del Castillo (2016-17)
Willy Caballero,Man City,64,GK,0,0,6,0,0,13,0,0,1,31,1,50,14.0,1452,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Willy Caballero (2016-17)
Shinji Okazaki,Leicester,63,FWD,3,1,7,1,0,26,0,0,0,0,3,60,16.0,1565,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Shinji Okazaki (2016-17)
Wes Morgan,Leicester,63,DEF,1,1,5,3,0,45,0,0,0,0,0,50,27.0,2430,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Wes Morgan (2016-17)
Federico Fernández,Swansea,63,DEF,0,1,6,7,0,41,0,0,0,0,4,45,27.0,2430,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Federico Fernández (2016-17)
Callum Wilson,Bournemouth,63,FWD,6,1,6,0,0,25,0,0,0,0,2,65,14.0,1361,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Callum Wilson (2016-17)
Tom Davies,Everton,63,MID,2,3,8,4,0,17,0,0,0,0,0,45,16.0,1544,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Tom Davies (2016-17)
Tom Huddlestone,Hull,62,MID,1,2,4,5,1,47,1,0,0,0,5,50,21.0,2025,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Tom Huddlestone (2016-17)
Ahmed Elmohamady,Hull,62,MID,0,2,3,3,1,63,1,0,0,0,1,50,27.0,2523,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Ahmed Elmohamady (2016-17)
Charlie Austin,Southampton,62,FWD,6,1,6,1,0,8,0,0,0,0,10,65,11.0,934,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Charlie Austin (2016-17)
Glenn Whelan,Stoke,62,MID,0,1,7,5,0,40,1,0,0,0,3,45,26.0,2276,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Glenn Whelan (2016-17)
Jack Wilshere,Bournemouth,61,MID,0,3,5,4,0,45,0,0,0,0,2,60,20.0,1950,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jack Wilshere (2016-17)
Scott Dann,Crystal Palace,61,DEF,3,1,2,2,0,36,0,0,0,0,4,55,19.0,1752,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Scott Dann (2016-17)
Jesse Lingard,Man Utd,60,MID,1,3,7,3,0,12,0,0,0,0,3,60,13.0,1360,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jesse Lingard (2016-17)
Jack Stephens,Southampton,60,DEF,0,1,6,1,0,24,0,0,0,0,10,40,15.0,1471,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jack Stephens (2016-17)
Aaron Cresswell,West Ham,60,DEF,0,2,5,2,1,35,0,0,0,0,1,55,23.0,2115,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Aaron Cresswell (2016-17)
John Stones,Man City,59,DEF,0,0,4,1,0,29,0,0,0,0,4,50,21.0,2014,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,John Stones (2016-17)
Charlie Adam,Stoke,59,MID,1,4,6,7,0,23,0,0,0,0,5,50,14.0,1491,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Charlie Adam (2016-17)
Wilfred Ndidi,Leicester,59,MID,2,3,4,0,0,28,0,0,0,0,2,50,16.0,1521,21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Wilfred Ndidi (2016-17)
George Friend,Middlesbrough,59,DEF,0,3,4,4,0,35,0,0,0,0,6,45,20.0,1964,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,George Friend (2016-17)
Gastón Ramírez,Middlesbrough,59,MID,2,3,6,8,1,22,0,0,0,0,6,55,15.0,1539,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Gastón Ramírez (2016-17)
Demarai Gray,Leicester,58,MID,1,4,4,2,0,20,0,0,0,0,0,50,8.0,1049,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Demarai Gray (2016-17)
Fabio Pereira da Silva,Middlesbrough,58,DEF,0,0,6,8,0,30,0,0,0,0,8,45,20.0,1847,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Fabio Pereira da Silva (2016-17)
Geoff Cameron,Stoke,58,DEF,0,1,6,1,0,25,0,0,0,0,5,45,17.0,1629,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Geoff Cameron (2016-17)
Shane Long,Southampton,57,FWD,3,2,2,2,0,23,0,1,0,0,2,65,9.0,1262,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Shane Long (2016-17)
Vincent Kompany,Man City,57,DEF,3,0,5,5,0,6,0,0,0,0,6,60,8.0,820,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Vincent Kompany (2016-17)
Younes Kaboul,Watford,57,DEF,2,0,4,2,0,36,0,0,0,0,1,45,21.0,1910,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Younes Kaboul (2016-17)
Billy Jones,Sunderland,56,DEF,1,0,5,8,0,49,0,0,0,0,6,45,23.0,2270,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Billy Jones (2016-17)
Aaron Ramsey,Arsenal,56,MID,1,4,4,3,0,20,0,0,0,0,3,80,10.0,1236,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Aaron Ramsey (2016-17)
Glen Johnson,Stoke,56,DEF,0,0,6,1,0,34,0,0,0,0,3,50,21.0,1957,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Glen Johnson (2016-17)
Jason Denayer,Sunderland,56,DEF,0,0,6,2,0,30,1,0,0,0,2,50,20.0,1878,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jason Denayer (2016-17)
Bacary Sagna,Man City,55,DEF,0,1,6,2,0,14,0,0,0,0,3,55,13.0,1346,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Bacary Sagna (2016-17)
Vincent Janssen,Spurs,55,FWD,2,3,3,0,0,8,0,0,0,0,3,80,7.0,845,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Vincent Janssen (2016-17)
Sofiane Feghouli,West Ham,55,MID,3,3,1,1,1,23,0,0,0,0,4,55,9.0,1042,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Sofiane Feghouli (2016-17)
Pedro Obiang,West Ham,55,MID,1,2,4,7,0,32,0,0,0,0,6,45,19.0,1763,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Pedro Obiang (2016-17)
Andrea Ranocchia,Hull,55,DEF,2,2,3,2,0,31,0,0,0,0,9,45,14.0,1330,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Andrea Ranocchia (2016-17)
Nathan Aké,Chelsea,55,DEF,3,1,3,1,0,20,0,0,0,0,8,45,9.0,834,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Nathan Aké (2016-17)
Tom Cleverley,Watford,55,MID,0,3,3,4,0,40,0,0,0,0,0,55,20.0,1848,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Tom Cleverley (2016-17)
Phil Jones,Man Utd,55,DEF,0,0,5,2,0,14,0,0,0,0,4,50,16.0,1584,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Phil Jones (2016-17)
Claudio Yacob,West Brom,54,MID,0,0,4,9,0,36,0,0,0,0,0,45,26.0,2418,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Claudio Yacob (2016-17)
Daniel Sturridge,Liverpool,54,FWD,3,5,3,1,0,7,0,0,0,0,2,100,6.0,775,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Daniel Sturridge (2016-17)
Steven Defour,Burnley,54,MID,1,3,5,1,0,13,0,0,0,0,6,60,9.0,1068,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Steven Defour (2016-17)
Enner Valencia,Everton,54,FWD,3,3,2,1,0,12,0,0,0,0,3,55,7.0,927,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Enner Valencia (2016-17)
Cristhian Stuani,Middlesbrough,54,FWD,4,0,4,4,0,15,0,0,0,0,4,50,15.0,1355,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Cristhian Stuani (2016-17)
Mason Holgate,Everton,54,DEF,0,1,5,2,0,18,0,0,0,0,5,45,14.0,1372,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Mason Holgate (2016-17)
Manuel Agudo Durán,Man City,54,MID,4,3,3,3,1,7,0,0,0,0,2,90,7.0,777,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Manuel Agudo Durán (2016-17)
Daniel Amartey,Leicester,53,MID,1,1,4,3,0,35,0,0,0,0,3,45,17.0,1673,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Daniel Amartey (2016-17)
Kelechi Iheanacho,Man City,52,FWD,4,3,1,0,0,9,0,0,0,0,6,70,1.0,537,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Kelechi Iheanacho (2016-17)
Chris Smalling,Man Utd,52,DEF,1,1,4,0,0,16,0,0,0,0,1,60,12.0,1217,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Chris Smalling (2016-17)
